PSA_ID,Domain,English,Kiswahili,Target Languages,Source,Date,Metadata
psa_2026_003848,Governance,"Ethiopian Civil Society Organisations for Elections tours IEBC, studies strategies to promote womens participation in polls6th Nov 2025. The Independent Electoral and Boundaries Commission (IEBC), led by Vice Chairperson Fahima Araphat Abdallah, OGW, hosted a delegation from the Coalition of Ethiopian Civil Society Organizations for Elections (CECOE) under the National Election Board of Ethiopia (NEBE) who are in the country for a study visit on strategies the Commission deploys to promote women’s participation in the electoral processes. The Vice Chairperson noted that even though Kenya has made progress in enhancing inclusion, participation of women in the electoral process is still a matter of concern, as they remain underrepresented. “There is need for targeted interventions to attain minimum requirements of gender equity to promote political representation,” she said. The Commission has put in place supportive legal and institutional structures, but women still face challenges in attaining equal participation and representation in Kenya due to societal contextual/cultural, religious factors, formal and informal rules and norms/gender roles. The Commission has made significant strides towards promoting the political participation of women, not only as voters, but also as candidates through development and implementation of a gender and social inclusion policy, cut down to half the nomination fees for women compared to other categories, rejected Party nomination lists that are not compliant with two-third gender rule. Further, the Commission has a Code of Conduct Enforcement Committee to hear, determine, and penalize candidates and political parties that perpetrate electoral malpractice: violence, intimidation, discrimination and destruction of campaign materials and gender rule. The Vice Chairperson said the Commission has also established Women Coordination Committees (WCC) that has national and grass-root levels which bring together women-led and women",,"[""Dholuo"",""Ekegusii"",""Somali""]","https://www.iebc.or.ke/news/?Ethiopian_Civil_Society_Organisations_for_Elections_tours_IEBC,_studies_strategies_to_promote_womens_participation_in_polls",,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004033"", ""recovered_from"": ""qpsa_2026_004030"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003849,Education,"Commission engages Diaspora Affairs to enhance participation of citizens residing outside Kenya in elections29th Sep 2025. The Commission, led by Vice Chairperson Fahima Araphat Abdallah, OGW, held a consultative meeting last week with Roseline Njogu, CBS, Principal Secretary, State Department for Diaspora Affairs (SSDA) on modalities to enhance Kenya’s participation in the Diaspora Election processes. Ms. Fahima, representing the Chairperson Erastus Edung Ethekon, acknowledged that Kenyans in diaspora are a valuable national asset, who must be involved in the nation’s democratic and governance process. “They contribute socially, economically and politically to the country. With over one million Kenyans living abroad, diaspora remittances now standing at Ksh 6.5 billions, rank among the top sources of foreign exchange. Therefore, engaging them in national processes, including elections, is both strategic and essential,” said the Vice Chairperson. The Constitution of Kenya and Elections Act of 2011 provide for the progressive realization of voting rights for citizens residing outside Kenya. Since 2013, The Commission has facilitated diaspora participation in Presidential elections in accordance with these legal provisions. The Vice Chairperson further highlighted that in 2022, the Commission facilitated voting in 12 countries including Burundi, Rwanda, Tanzania, Uganda, South Sudan, South Africa, the USA, Canada, the United Kingdom, Germany, the United Arab Emirates (UAE) and Qatar. In the run up to the 2022 General Election, the Commission had a total of 10,443 registered voters in Diaspora. “The Commission faces significant challenges despite these achievements in implementing the Diaspora Election process, including low voter registration numbers, operational and logistical limitations, legal and policy constraints, limited awareness and voter education, and the perception of tokenism,” said Ms Fahima. The Principal Secretary stated that the State Department for Diaspora",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Commission_engages_Diaspora_Affairs_to_enhance_participation_of_citizens_residing_outside_Kenya_in_elections,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004034"", ""recovered_from"": ""qpsa_2026_004031"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003850,Governance,"Commision holds validation workshop to review, align Strategic Plan 2024-20299th Sep 2025. Independent Electoral and Boundaries Commission (IEBC) led by Chairperson Erastus Edung Ethekon, HSC on Friday 29th August, 2025 presided over an internal validation workshop of the Strategic Plan 2024-2029 at Sawela Lodges in Naivasha. The workshop provided a platform for the Commission field and headquarter staff to engage and reflect collectively on the IEBC Vision, Mission, Core Values and responsibility. “The Strategic Plan is a covenant between the Commission and fellow citizens. It binds us to discharge our mandate and functions not only to deliver free, fair and credible elections, but also to deliver boundaries reviews and delimitation,” said Ethekon. He encouraged the participants to reflect on the environment within which IEBC operates because what happened 10 or 5 years ago, may not resonate with the current status. The political, economic, social, technological, environment and legal factors should form the foundation of the plan, reviewed against the risks envisaged and possible mitigation to address them. Prof. Francis Aduol, Chairperson Research, Innovation and ICT Committee, urged the participants to capture issues that will aid in restoring public trust in the Commission electoral processes. “Let the Strategic Plan address the aspects of theme, motto, institutional culture, teamwork and organisational structure, he said. The Strategic Plan is a critical tool that will inform Kenyans on how the Commission will discharge its constitutional mandate, functions, duties and responsibilities. Once the draft Strategic Plan is validated internally, it will also be Commission Secretary/CEO Marjan Hussein Marjan, MBS said that the Secretariat developed the draft Strategic Plan to help the Commission set priorities and guide decision making and should be treated as a working",,"[""Dholuo"",""Ekegusii"",""Somali""]","https://www.iebc.or.ke/news/?Commision_holds_validation_workshop_to_review,_align_Strategic_Plan_2024-2029",,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004035"", ""recovered_from"": ""qpsa_2026_004032"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003851,Governance,"Commission engages Mombasa based stakeholders to receive feedback and pursue collaboration on election process28th Aug 2025. The Independent Electoral and Boundaries Commission (IEBC) led by Chairperson Erastus Edung Ethekon, who was accompanied by all Commissioners, on Wednesday 14th August, 2025 held a consultative meeting, on areas of mutual interest and collaboration, with Mombasa based civil society groups, community based organisations, special interest groups and social media influencers to enable the Commission deliver its mandate. The meeting provided a platform for dialogue, feedback and learning between the Commission and these important stakeholders. Ethokon said that the Commission will review the feedback received from the meeting to develop policy, improve strategy and enhance participation in the electoral processes. The Commission will also leverage on the stakeholders’ expertise and vital feedback to enhance participation of all citizens in the electoral activities throughout the three election phases – pre-election, election and post-election phases within the 5-year election cycle. “10th August 2027, may seem far — but election preparedness starts now. Let us promote elections that are peaceful, inclusive, and credible. “To influencers and bloggers: Use your platforms not just for products, but for nation-building....Let’s move from clickbait to truth-bait,” said the Chairperson. “To Gen Z champions: You are not just the future — you are the focus. “To civil society and media: We see you. We respect your watchdog role. Let’s keep engaging —constructively, boldly, and with purpose,” added Erastus Ethekon. The Chairperson thanked the stakeholders, describing them as the real heartbeat of public opinion in Kenya. He noted that their presence in today’s meeting spoke volumes. It showed that they care — not just about the next election — but about the future",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Commission_engages_Mombasa_based_stakeholders_to_receive_feedback_and_pursue_collaboration_on_election_process,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004036"", ""recovered_from"": ""qpsa_2026_004033"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003852,Governance,"Common Reporting Standards: Publication of the List of Reportable Jurisdictions. BACK TO PUBLIC NOTICES Common Reporting Standards: Publication of the List of Reportable Jurisdictions The Kenya Revenue Authority (KRA) wishes to inform Reporting Financial Institutions that, pursuant to the provisions of Regulation 2 of the Tax Procedures (Common Reporting Standards) Regulations, 2023 and in accordance with the powers conferred upon the Commissioner under the Tax Procedures Act, Cap 469B, the list of Jurisdictions that will apply for the purposes of the Common Reporting Standard (CRS) has been published. The reportable jurisdictions are as follows: Albania, Argentina, Australia, Austria, Azerbaijan, Belgium, Brazil, Bulgaria, Chile, China, Colombia, Cook Islands, Costa Rica, Croatia, Curaçao, Czechia, Cyprus, Denmark, Ecuador, Estonia, Finland, France, Georgia, Germany, Ghana, Gibraltar, Greece, Guernsey, Hong Kong, Hungary, Iceland, India, Indonesia, Ireland, Isle of Man, Israel, Italy, Japan, Jersey, Kazakhstan, Korea, Liechtenstein, Lithuania, Luxembourg, Malaysia, Maldives, Malta, Mauritius, Mexico, Moldova, Monaco, Netherlands, New Zealand, Norway, Panama, Peru, Poland, Portugal, Russia, Rwanda, Saint Kitts and Nevis, Saint Lucia, San Marino, Saudi Arabia, Seychelles, Singapore, Slovak Republic, Slovenia, South Africa, Spain, Sweden, Switzerland, Thailand, Turkey, Uganda, Ukraine, United Kingdom, and Uruguay. This list is applicable for information returns related to periods beginning 1 st January 2025. For further information, please contact us on Tel: 0709017997 /0709017935 or email: crs@kra.go.ke Commissioner for Large and Medium Taxpayers PUBLIC NOTICES 19/12/2025 💬 Address Times Tower Building Haile Selassie Avenue P. O. Box 48240 - 00100 Helping Tax Payers iTax Tutorials Glossary FAQs Complaints Community Facts About KRA About KRA Who We Are KRA 9th Corporate Plan KRA Information Security Policy Data Privacy Statement Treaties & International Policy Exchange of Information KRA Quality Policy Statement Staff Mobile",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.kra.go.ke/news-center/public-notices/2333-publication-of-the-list-of-reportable-jurisdictions,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004039"", ""recovered_from"": ""qpsa_2026_004036"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003853,Governance,"Imposition of Excise Duty on Excisable Goods and Services Introduced by the Tax Laws (Amendment) Act, 2024. BACK TO PUBLIC NOTICES Imposition of Excise Duty on Excisable Goods and Services Introduced by the Tax Laws (Amendment) Act, 2024 The Kenya Revenue Authority notifies manufacturers and importers of the listed goods and suppliers of the listed services, that the Tax Laws (Amendment) Act, 2024 has introduced excise duty on the goods and services with effect from 27 th December 2024 as follows: - Excisable Goods Tariff Excise Duty Rate Imported Fully Assembled Electric transformers and parts 8504.10.00, 8504.21.00, 8504.22.00, 8504.23.00, 8504.31.00, 8504.32.00, 8504.34.00. 25% Imported printing ink of tariff 3215.11.00 and 3215.19.00 but excluding those originating from East African Community Partner States that meet the East African Community Rules of Origin 3215.11.00 3215.19.00 15% Imported Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures of tariff heading 6910 6910 5% of custom value or Kshs. 50 per kg Imported Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked of tariff 7007 7007 35% of custom value or Kshs. 200 per kg Imported ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics of tariff 6907 6907 5% of custom value or Kshs. 200 per square meter Coal N/A 2.5% of the custom value 3907.99.00 Imported Saturated polyester 3907.99.00 20% 3905.21.00 Imported polymers of vinyl acetate/vinyl esters 3905.21.00 20% 3903.90.00 Imported emulsion-styrene acrylic 3903.90.00 20% Printed paper or paperboard of tariff heading 4811.41.90 or",,"[""Dholuo"",""Ekegusii"",""Somali""]","https://www.kra.go.ke/news-center/public-notices/2159-imposition-of-excise-duty-on-excisable-goods-and-services-introduced-by-the-tax-laws-amendment-act,-2024",,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004040"", ""recovered_from"": ""qpsa_2026_004037"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003854,Governance,"Commission engages stakeholders in regional conference on use of AI, social media in polls17th Feb 2025. The Commission took part in a two-day regional conference on the use of Artificial Intelligence (AI), digital and social media in elections in Kenya. The conference was organized by Electoral Law and Governance Institute for Africa (ELGIA) with support from United States Agency for International Development (USAID-Kenya) and UKAid brought together leaders, experts and practitioners to explore how technology is shaping the future of democracy and elections in Kenya and across Africa. Felix Odhiambo, Executive Director at ELGIA, noted that the recent decision by Africa Union (AU) to adopt guidance to harness artificial intelligence to meet Africa's development is the best step in the right direction. However, he pointed out that it brings with it opportunities and challenges in use of AI in election management and requested for a strong legal framework to ensure ethical use of AI tools. The resolutions and recommendations passed from the conference will provide important input in the conversation on use of AI, digital and social media in the electoral process. IEBC Commission Secretary/CEO Marjan Hussein Marjan, MBS noted that AI, digital and social media are three of the greatest innovations to have widely, rapidly and seamlessly influenced the globe. Africa and the world at large lives in a new era that demands new strategies, new thinking and new leadership. “The application of AI will define the future, and therefore Africa must develop new capabilities, new tools and new regulatory frameworks to ensure that AI works for it, for its partners, for its interests, and for its values, and not against it,” observed Marjan. Wiper Political Party Leader, Kalonzo",,"[""Dholuo"",""Ekegusii"",""Somali""]","https://www.iebc.or.ke/news/?Commission_engages_stakeholders_in_regional_conference_on_use_of_AI,_social_media_in_polls",,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004041"", ""recovered_from"": ""qpsa_2026_004038"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003855,Governance,"IRI and CMD seek to strengthen inclusivity of marginalised groups in the electoral process17th Feb 2025. The International Republican Institute (IRI) and the Centre for Multiparty Democracy (CMD) on 16th September, 2024 paid a courtesy call to the Commission in a meeting that sought to strengthen the inclusion of marginalised groups in Kenya's political process. The meeting also marked an important step towards building a more inclusive and equitable political future for all and emphasized the need for continued collaboration, identify and support Commission strategies to promote marginalised groups to make meaningful participation in Kenya's electoral processes. Specifically, the meeting highlighted the importance of addressing challenges in party nomination lists, which are left at the discretion of political parties, as well as the issue of underrepresentation of persons with disabilities (PWDs) in county governments. Other issues that were discussed include how to simplify the voting process, access to polling stations for PWDs and provision of braille ballot papers. IRI and CMD outlined strategies to enhance political participation and representation of marginalised groups and ensure there are adequately represented in party nomination processes. The two organisations committed to working closely with political parties and IEBC stakeholders to create frameworks that address the unique challenges faced by these groups. IRI and CMD have conducted series of strategic sessions focused on empowering members of marginalised groups, particularly women, youth, and persons with disabilities, within the country's major political parties. The political parties include the United Democratic Alliance (UDA), Orange Democratic Movement (ODM), Wiper, FORD Kenya, and Amani National Congress (ANC). During these multi-party strategy sessions, participants from the five political parties discussed the challenges faced by marginalised groups to have inclusion in party",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?IRI_and_CMD_seek_to_strengthen_inclusivity_of_marginalised_groups_in_the_electoral_process,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004042"", ""recovered_from"": ""qpsa_2026_004039"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003856,Governance,"Stakeholders push for early legal reforms to guide IEBC conduct credible General Election17th Feb 2025. Stakeholders are calling for timely reforms of electoral related laws to enable the Commission make adequate preparations to guide the conduct of free, fair and credible General Election. Electoral stakeholders said this during the National Conference on Finalizing of Electoral Reforms ahead of the 2027 General Election held from 17th-18th September, 2024 in Nairobi. The participants underscored the need to have an efficient electoral legal framework, independent electoral management body and political good to conduct credible, free and fair elections in Kenya. The two-day conference, organized by the Electoral Law and Governance Institute for Africa (ELGIA), brought together relevant stakeholders to discuss and finalize reforms and related matters ahead of the 2027 General Election. Commission Secretary and CEO Marjan Hussein Marjan, MBS noted that the Commission finalized a majority of the proposals and made suggestions for amendments to the election related laws. Further, the Commission has generated amendments to the attendant electoral regulations, which will be subjected to stakeholder engagements and public participation in due course. “The Commission has, over time, made deliberate efforts to put in place a robust electoral-legal framework for the conduct of elections by generating and reviewing legislation and submitting the same to Parliament for consideration. Unfortunately, these amendments are enacted late or too close to the General Election. In certain instances, the proposed laws stall and are not enacted,” noted Marjan. Marjan acknowledged the support different stakeholders have extended to IEBC to strengthen the legal framework including Office of the Attorney General, Office of the Registrar of Political Parties and the Kenya Law Reform Commission. Marjan said he is convinced",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Stakeholders_push_for_early_legal_reforms_to_guide_IEBC_conduct_credible_General_Election,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004043"", ""recovered_from"": ""qpsa_2026_004040"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003857,Governance,"DP Gachagua launches consultative forum for CCIOs to develop framework for engagement29th Jul 2024. The Commission led by the Chief Executive Officer Marjan H. Marjan participated in a three-day consultative forum that brought together the Executive and the Constitutional Commissions and Independent Offices (CCIOs), which was officially opened on 28th April 2024 by the Deputy President Rigathi Gachagua, EGH. The forum developed a framework to guide the collaboration, coordination and engagement between the Executive and CCIOs besides creating a conclave for consultations and socialization. Further, the forum provided a platform through which CCIOs can contribute to the national development agenda and exchange views on the parameters of independence and interdependence in a public sector setting. The meeting also sought to identify and propose solutions to the challenges facing CCIOs in implementation of their mandate and sought to develop a legal mechanism of resolving the administrative issues between the Executive and CCIOs. The Deputy President underscored the role CCIOs play in helping the National Government fulfil its mandate and pledged that his office was ready to mediate on any issues between them to ensure that there is harmony in service delivery to the public. “I promise to support the CCIOs perform their duties without any hindrance,” said Gachagua. Speaking at the Forum, Judicial Service Commission (JSC) Chairperson, Chief Justice Martha Koome observed that the constitutional vision for our state institutions is one of a unified enterprise with each entity playing a distinct yet interconnected role in the broader schema of governance. The interactions between the Executive and the CCIOs should be characterized by a relationship of mutual support, including adequate resource allocation and restraint. However, she called for a clear oversight",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?DP_Gachagua_launches_consultative_forum_for_CCIOs_to_develop_framework_for_engagement,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004045"", ""recovered_from"": ""qpsa_2026_004042"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003858,Governance,"Commission Joins Multi-Sectoral Consultative Meeting to Discuss the Electoral Legal Reforms21st Nov 2023. The Commission participated in the multi-sectoral consultative engagement meeting for electoral legal reforms in Nakuru, which was organized by the Electoral Law Governance Institute for Africa (ELGIA) and was attended by Chairpersons and Members of the Justice and Legal Affairs Committees of National Assembly and Senate on 5th to 9th September, 2023. The Commission Secretary/CEO, Marjan Hussein Marjan, lauded the Kenya Law Reform Commission for aiding the Commission to draft bills and amendments on election laws and the Office of Registrar of Political parties (ORPP) for continuous collaboration and facilitation of political parties’ processes and election related activities. Further, he appreciated ELGIA for supporting the Commission in electoral legal reforms noting that the process upon conclusion will yield proposals that will inform the electoral legal framework and foster democracy moving forward. The Commission pointed out the Referendum Bill, Election Campaign Financing (Amendment) Bill and the IEBC (Amendment) Bill on Boundaries Delimitation, which were developed and presented to the 12th Parliament prior to 2022 General Election, had never been enacted into law. The Commission has since revised all these bills together with others and the Draft Regulations to have an enabling legislative framework as some of these statutory instruments are staring at the risk of lapsing pursuant to Section 21 of the Statutory Instruments Act, 2012. “We invite the participants to interrogate the electoral legal framework for the process of the review of boundaries, consider gaps in key electoral laws, discuss challenges encountered in implementation of the law, suggest proposals for review and build a collaborative roadmap with meaningful public participation plan to ensure timely enactment ahead of",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Commission_Joins_Multi-Sectoral_Consultative_Meeting_to_Discuss_the_Electoral_Legal_Reforms,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004046"", ""recovered_from"": ""qpsa_2026_004043"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003859,Governance,"Information Security Management System for ISO Certification19th Jun 2023. The Commission is in the process of implementing an Information Security Management System (ISMS) geared towards gaining ISO 27001:2022 standard certification that will enhance confidentiality, integrity, and availability of its information assets. Chief Executive Officer (CEO) Marjan H. Marjan, MBS said the Commission is a custodian of sensitive information that must be protected to ensure the safety and security of citizens and the country. “The implementation of ISMS is a strategic initiative of the Commission and requires the support and participation of all staff members. As part of this initiative. the Commission engaged external providers to support the implementation alongside our own ISMS select team,” said Marjan. The ISMS implementation scope shall revolve around election technology and any other supporting processes, functions and technologies. “Our ISMS select team will work with key stakeholders to review and confirm the ISMS scope, including the information assets to be protected, the applicable regulations and standards, and the organizational structure and processes that will be covered by the ISMS,” said the CEO. The Commission has also taken a step to analyze the risk assessments to identify any gaps in our environment and prioritize information security risks and determine appropriate controls to remedy the gaps and mitigate the identified risks. Based on the results of the assessments, the Commission will implement appropriate controls to manage the identified gaps and risks. These controls may include technical measures, policies and procedures, awareness and training programs. There will also be a process for monitoring and reviewing the effectiveness of the ISMS, including regular audits and assessments. The Commission has developed, reviewed, updated and approved Information and Communication Technology (ICT)",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Information_Security_Management_System_for_ISO_Certification,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004047"", ""recovered_from"": ""qpsa_2026_004044"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003860,Governance,"Commission Engages PWDs to Strengthen Inclusion in Electoral Process16th Jun 2023. In a bid to strengthen inclusivity in the electoral processes, the Commission held a meeting with the Disability Inclusion Coordinating Committee (DICC) of IEBC on 30 th May 2023, where the Committee presented the Disability Inclusion Audit (DIA) of the 2022 General Election. The audit was conducted by the DICC in conjunction with the United Disabled Persons of Kenya (UDPK) and the Caucus on Disability Rights Advocacy (CDRA). The team was led by DICC Chairman Dr. Samuel Kabue, who is also a member of the Caucus of Disability Rights Advocacy. Lawrence Mute, Lecturer at University of Nairobi and a member of Caucus on Disability Rights Advocacy, said the report will inform areas of improvement in the election cycle activities. “When you think about disability and inclusion, always have four factors in mind: attitude barriers, communication barriers, environmental barriers and institutional barriers,” he said. The report recommends that the Commission forms joint technical level teams with PWDs to review policies and strategies to guide implementation of electoral cycle activities that are friendly to them. The Commission’s Chief Executive Officer CPA Marjan H. Marjan, MBS lauded the DICC team and appreciated them for creating time to visit IEBC and present the report. The report will inform the policy and strategies of the Commission on disability inclusion. “Improvement is a continuous process and we pledge to engage you to ensure there is inclusion. We appreciate your comments and believe we can do more if we continue working with you. Each stakeholder has a unique role, and so are PWDs. We have learnt a lot from your presentation. Inclusion in the Commission goes",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Commission_Engages_PWDs_to_Strengthen_Inclusion_in_Electoral_Process__,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004048"", ""recovered_from"": ""qpsa_2026_004045"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003861,Governance,"Commission engages Political Parties on roadmap to 2022 General Elections2nd Oct 2021. With only 10 months to the 2022 General Election, the Commission is fast rolling out its plans to deliver a free, fair and credible election. On Friday, the Commission met with Political Parties Liaison Committee (PPLC) and shared with them the roadmap to the 2022 General Election and set out targets for Enhanced Continuous Voter Registration exercise, which is planned for October. The meeting also discussed areas of collaboration and institutional commitments to support the Voter Registration exercise and the 2022 General Election planned activities. Chairman Wafula Chebukati, while addressing the PPLC warned that as an impartial referee IEBC has all the disciplinary cards available and will not hesitate to flash out yellow or red cards, according to the law of the game, to any player who fails to adhere to the regulations. “I wish to urge Political Parties, the Office of the Registrar of Political Parties and other stakeholders in the electoral process to work towards strengthening their collaboration with the Commission. I wish to assure political parties that the Commission runs an open door policy and is committed to serving all political parties in a fair and impartial manner,” said Chebukati. The Commission also gave a breather to the political parties by pushing forward by 95 days the party primaries. “The Commission has altered the date for gazettement of the General Election date from 14th March 2022 to 19th January 2022, and further changed the end date for conduct of party primaries, resolution of intra-party disputes submission of names of candidates after party primaries to 26th May 2022. “This shall in turn expand the timelines and",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.iebc.or.ke/news/?Commission_engages_Political_Parties_on_roadmap_to_2022_General_Elections,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.34"", ""original_psa_id"": ""qpsa_2026_004051"", ""recovered_from"": ""qpsa_2026_004048"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003862,Health,"Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 2026. WHO Africa / Countries / Kenya / Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 2026 Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 2026 24 April 2026 | News Release | Reading time: 3 min Welcome to Nairobi - let’s build together at World Health Summit Regional Meeting 2026 © Genna Print Credits + Nairobi - World Health Organization (WHO) is poised to be a significant presence at the upcoming World Health Summit (WHS) Regional Meeting 2026 in Nairobi, Kenya. For the first time at either a global or regional level, WHO is co-organizing a meeting with the World Health Summit. This initiative has been spearheaded by WHO in the African region and is the result of an innovative partnership with WHS and Aga Khan University, Kenya. The regional meeting, taking place from 27‒29 April 2026, will bring together global health leaders, policymakers, researchers and development partners to advance solutions for stronger and more resilient health systems. Hosted by WHS and Aga Khan University and held in partnership with WHO, the Ministry of Health in Kenya and the Africa Centres for Disease Control and Prevention, the meeting will bring together over 1000 delegates from around 50 countries, participating in 80 sessions focused on strengthening health systems resilience, advancing universal health coverage and accelerating innovation in global health. WHO has been actively engaged in the development of 80% of the meeting sessions, helping shape an agenda which focuses on strengthening health systems resilience, advancing universal health coverage and accelerating practical solutions to emerging health challenges. “The",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.afro.who.int/countries/kenya/news/welcome-nairobi-lets-build-together-world-health-summit-regional-meeting-2026,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004107"", ""recovered_from"": ""qpsa_2026_004104"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
psa_2026_003863,Health,"Kenya builds capacity to produce its own vaccines. WHO Africa / Countries / Kenya / Kenya builds capacity to produce its own vaccines Kenya builds capacity to produce its own vaccines 23 February 2026 | News Release | Reading time: 3 min Kenya builds capacity to produce its own vaccines More pictures More images Nairobi— According to the World Health Organization, Africa produces less than 1% of the vaccines it consumes, yet it carries a disproportionate share of the world's infectious disease burden. Efforts to shift this reality are now under way in Kenya. Kenya has officially joined a global programme that will enable the country to manufacture its own vaccines locally, reducing its reliance on health products imported from abroad. The launch of the World Health Organization (WHO) and Medicines Patent Pool (MPP) mRNA Technology Transfer Project took place in Nairobi and was presided over by Dr. Ouma Oluga, Principal Secretary for Medical Services at the Ministry of Health. For many years, countries across Africa have depended on vaccines produced outside the continent. During the COVID-19 pandemic, this dependency had serious consequences; when global demand surged, lower-income countries were consistently last to receive vaccines, with some waiting years while wealthier nations secured multiple rounds of supply. The WHO-MPP mRNA Technology Transfer Programme was established in direct response to that experience, by teaching selected countries in Africa and other low- and middle-income regions how to produce messenger RNA (mRNA)-based vaccines themselves, using the same technology platform that proved effective during the pandemic. Kenya is one of six African countries selected to participate in the programme, which is supported by a South African manufacturing consortium and now spans 15 partner institutions",,"[""Dholuo"",""Ekegusii"",""Somali""]",https://www.afro.who.int/countries/kenya/news/kenya-builds-capacity-produce-its-own-vaccines,,"{""origin"": ""scrape_export"", ""quarantine_reason"": ""low_psa_score:0.32"", ""original_psa_id"": ""qpsa_2026_004108"", ""recovered_from"": ""qpsa_2026_004105"", ""recovery"": ""psa_core_extract"", ""token_count"": 280, ""strict_psa_pass"": true}"
