PSA_ID,Domain,Sub_Category,English,Kiswahili,Kikuyu,Source,Date,Urgency,Audience,psa_score,lang_detected
GOV_KENYA_NEWS_AGENCY_0038,Agriculture,Agricultural Training,"Government to fast-track completion of Chebara education projects. The Government has reaffirmed its commitment to fast-track the completion of stalled education infrastructure projects in Chebara, Elgeyo Marakwet County, as part of a nationwide programme to revive incomplete public investments and maximise returns on public expenditure. Interior and National Administration Cabinet Secretary Kipchumba Murkomen made the commitment during an inspection of education facilities relocated to pave the way for the Chebara Dam Project but which have remained incomplete for more than a decade. Murkomen said the Kenya Kwanza Administration had prioritised the completion of stalled capital projects to improve public service delivery, optimise infrastructure use and safeguard public investment. “The Kenya Kwanza Administration is firmly committed to completing all stalled projects across the country to unlock their socio-economic benefits and deliver value for resources invested,” he said. The Cabinet Secretary toured the stalled Chebara Vocational Training Centre, Chebara Boys High School, AIC Chebara Girls High School, Chebara Comprehensive School and AIC Chebara Chapel, all relocated under the Chebara Dam Resettlement Programme. He said delays were occasioned by the non-performance of the initial contractor, leaving the facilities unfinished and affecting learning for communities displaced by the dam project. Murkomen noted that the prolonged suspension of the projects had limited access to quality education, technical and vocational training and other essential social services in the area. He said the Government would implement a Presidential directive to mobilise the required resources, complete procurement for a replacement contractor and accelerate construction in line with approved engineering standards and contractual requirements. “We will ensure full implementation of the Presidential directive to mobilise resources and fast-track the work of the new contractor following the previous contractor’s failure to complete the projects,” he said. During the inspection, Murkomen reviewed the progress of the stalled facilities and directed implementing agencies to strengthen project supervision, contract management and inter-agency coordination to ensure timely completion and adherence to quality standards. The Cabinet Secretary later visited Tambach Teachers Training College, where he inspected the ongoing rehabilitation of academic infrastructure and construction of additional student hostels. He said expanding the institution’s capacity would strengthen teacher training and improve the quality of education. Murkomen also assessed the proposed site for Kerio University, describing the planned institution as a strategic investment that will expand access to university education, research, innovation and skills development in the region. Local leaders welcomed the Government’s renewed commitment, saying completion of the projects would restore learning services disrupted by the Chebara Dam development, increase access to technical and higher education and spur socio-economic growth. The inspection is part of the Government’s national monitoring and evaluation programme for stalled public infrastructure projects aimed at improving project governance, enhancing accountability in public resource utilisation and accelerating implementation of priority development programmes under the Bottom-Up Economic Transformation Agenda (BETA). By Rennish Okong’o",,,https://www.kenyanews.go.ke/government-to-fast-track-completion-of-chebara-education-projects/,2026-07-20T15:05:35+00:00,Normal,Farmers,1,en
GOV_KENYA_NEWS_AGENCY_0042,Agriculture,Sustainable Farming,"MPs rally Teso North residents behind Ruto’s 2027 re-election bid. A section of Members of Parliament has urged residents of Teso North Constituency to support President William Ruto’s re-election in the 2027 General Election, citing the Kenya Kwanza administration’s development record and ongoing economic empowerment programmes. The leaders made the appeal during a women’s economic empowerment programme held at Kakemer in Teso North Constituency, where funds were raised to boost working capital for women-owned small businesses. The event brought together Ugenya MP David Ochieng’, Teso North MP Oku Kaunya and Teso South MP Mary Emase, who called on residents to continue supporting the government’s development agenda. Addressing participants, Ochieng’ said the government had made significant progress over the past three years in infrastructure development, education, job creation and economic empowerment. He urged voters to grant President Ruto a second term, arguing that continuity in leadership would enable the government to complete ongoing projects and fully implement its development programmes. “We cannot elect leaders without a clear plan for the country. President Ruto has outlined his agenda and has already demonstrated commitment to supporting the youth, women, education, roads, industries and job creation,” said Ochieng’. He also appealed for peaceful political competition ahead of the 2027 elections, urging leaders across the political divide to conduct campaigns without violence, intimidation or incitement. “Let us compete peacefully and avoid using violence or hiring goons to disrupt political activities. Young people should reject attempts by politicians to use them to cause chaos or intimidate opponents,” he said. Teso South MP Mary Emase called for issue-based politics, urging leaders to prioritise development and initiatives that improve the livelihoods of wananchi instead of engaging in divisive politics. She also commended the Independent Electoral and Boundaries Commission (IEBC) for what she described as its credible management of the recently concluded by-elections. Teso North MP Oku Kaunya urged leaders to strengthen economic empowerment initiatives targeting women and youth, saying increased access to income-generating opportunities would improve household incomes, create jobs and promote sustainable socio-economic development in the constituency. By Moses Wekesa",,,https://www.kenyanews.go.ke/mps-rally-teso-north-residents-behind-rutos-2027-re-election-bid/#respond,2026-07-20T13:30:38+00:00,Normal,Farmers,3,en
GOV_KENYA_NEWS_AGENCY_0044,Health,Healthcare Access,"New MSME policy to accelerate enterprise growth, says official. The revised Micro and Small Enterprises policy is designed to accelerate enterprise growth, create jobs, generate wealth and drive inclusive economic transformation across the country. Senior Assistant Director in charge of Manufacturing and Agribusiness at the Micro and Small Enterprises Authority (MSEA), Tabitha Gicheru, affirmed that the Micro and Small Enterprises (MSMEs) Policy 2026 provides a comprehensive framework for creating an integrated and enabling business environment that will support a productive, competitive, resilient and sustainable MSME sector. Ms. Gicheru pointed out that the new policy is crafted to strengthen coordination across institutions, improve access to finance and markets, promote innovation and technology adoption and sharpen the competitiveness of Kenyan enterprises at home and abroad. “The document is a guide towards creating an MSME sector that is capable of generating wealth, creating decent jobs and driving inclusive economic growth. The Revised MSMEs Policy 2026 will help eliminate barriers that have long constrained business growth,” she stated. Speaking in Nakuru during a business awareness forum organized by MSEA in partnership with SNV Netherlands aimed at strengthening policy uptake and improving support services among MSMEs, the Senior Assistant Director highlighted the Authority’s role in supporting enterprise development, noting the importance of formalization and targeted capacity building initiatives. The Authority is running a two-year initiative aimed at strengthening the micro and small enterprises ecosystem in Kenya. The project, being offered in collaboration with Investing in Young Business in Africa – Supporting Entrepreneurial Ecosystem Development (IYBS-SEED) focuses on improving policy implementation and raising awareness among young men and women entrepreneurs about existing business support needed to thrive. The project aims to ensure that the policies supporting entrepreneurship are well implemented, monitored and responsive to the needs of young and women entrepreneurs. The focus sectors are agriculture, blue economy, infrastructure development, digital economy, manufacturing and financial services. The project targets out of school youths between the ages of 18 to 29, and up to 35 years for People (youths) Living Disability (PWDs) and seeks to empower MSMEs with knowledge to access funding, training and networking opportunities. Ms. Gicheru explained that the proposed MSME Amendment Bill 2025 seeks to improve access to finance, enhance competitiveness and formalize informal businesses to drive job creation. At the centre of the discussions is the proposed MSME Amendment Bill 2025, which seeks to overhaul the policy framework governing small businesses. The MSME Amendment Bill 2025 is expected to introduce measures to expand access to affordable credit, improve market access and create incentives for informal enterprises to formalize. Formalization has emerged as a key policy priority, with authorities arguing that bringing more businesses into the formal fold would widen the tax base, improve access to government support programmes and enhance enterprise sustainability. President William Ruto launched the revised MSME policy last month at the Kenyatta International Convention Centre (KICC) during celebrations to mark the World Micro, Small and Medium Day. Ms. Gicheru noted that MSMEs remain the backbone of Kenya’s economy accounting for 98 percent of all businesses in the country, creating more than 90 percent of non-farm jobs and contributing over 40 percent of the Gross Domestic Product (GDP). She said that the revised policy outlines a broader framework for expanding credit, improving financial inclusion and reducing barriers that have limited the growth of micro, small and medium enterprises. “Rather than introducing a single financing programme, the revised MSMEs Policy 2026 brings together several reforms intended to make business finance more accessible across different stages of enterprise development. A central theme of the policy is the role of commercial banks. The government wants lenders to develop financing models that extend beyond traditional collateral requirements and serve businesses that have historically struggled to obtain credit,” observed the official. Another notable feature of the policy is the proposed National Credit Score.The government intends to build a system that places greater weight on repayment behaviour and financial history when assessing borrowers, complementing conventional security such as land titles and vehicle logbooks. Ms. Gicheru added that if implemented as outlined, the approach could broaden financing options for entrepreneurs with strong repayment records but limited assets. She said financing products should be tailored to businesses at different stages of growth, while mature firms should gradually transition from concessional development finance to commercial bank lending. That Ms. Gicheru elaborated would free up capital for younger enterprises seeking affordable financing. “The Revised MSMEs Policy 2026 outlines an approach that combines public funding, commercial lending and development finance rather than relying on a single source of capital,” stated Ms Gicheru. Stakeholders present at the sensitization forum included Kenya Revenue Authority (KRA), the Kenya National Federation of Jua Kali Associations (KNFJ) and the Kenya National Chamber of Commerce and Industries (KNCCI). Ms Gicheru pointed to ongoing programs such as National Youths Opportunities Towards Advancement (NYOTA) and the Kenya Jobs and Economic Transformation (Kjet) Fund as key interventions supporting MSMEs alongside continued investments in jua kali worksites and Constituency Industrial Development Centres (CIDC). “We are creating an enabling environment for MSME by providing workspaces through jua kali worksites and CIDC while also implementing projects like NYOTA and KJET to accelerate business growth,” she said. Ms Gicheru reaffirmed the Authority’s commitment to working collaboratively across Government and with the private sector and development partners to implement progressive policies and programmes that enable MSMEs to start, grow and scale their businesses. SNV-Investing in Young Business in Africa – Supporting Entrepreneurial Ecosystem Development (IYBS-SEED) Project Manager Ms Nduta Ndirangu on her part stated that many of the youth in Kenya were not aware of the policies governing the MSMEs in the country and that they were sensitizing them and seeking their views as we plan to review these policies to serve them better. “The sector has faced challenges since 2020 when the Covid -19 pandemic set-in including lack of funding, so we are also creating linkages to financial institutions,” she said. She noted that the revised MSME policy is meant to encourage entrepreneurial culture, noting that the MSME sector is very key to the economy as it employs many people. “Our business awareness programme is meant to create awareness on these policies and get to know the challenges facing the sector and inform them about the opportunities available for them and the role of government in this sector,” Ms Ndirangu said. She said they are creating a tool to evaluate these policies to see their impact on the MSMEs sector. She added that the revised policy will strengthen Kenya’s entrepreneurial ecosystem and enhance the sector’s contribution to economic growth, employment creation and shared prosperity. A representative of the County Government of Nakuru, Jennifer Nyambura, stated that the devolved unit’s administration had rolled out the Wezesha Fund, a Sh100 million loan initiative aimed at empowering small-scale businesspeople and farmers through affordable credit. The fund has already disbursed Sh76 million to cooperative societies and registered groups with the Governor emphasizing that the fund is part of her broader commitment to fulfil her manifesto pledge of supporting grassroots economic growth. “Wezesha is about empowering our people to access credit, scale their enterprises, and improve livelihoods,” she said. The fund is being distributed through KCB Bank under two components: the County Enterprise Fund, which targets registered self-help groups, and the Cooperative Revolving Fund, designed for cooperative societies. Under the current structure, registered groups can access loans ranging from Sh50,000 to Sh200,000, while cooperative societies can receive between Sh200,000 and Sh5 million. Ms Nyambura encouraged small traders, boda boda riders, Community Health Promoters (CHPs), women, and youth to join Saccos or registered groups to qualify for the funding. She noted that 2,762 out of 3,300 CHPs have already joined the Nakuru CHP Sacco. Importantly, she reminded beneficiaries that the Wezesha Fund is a loan, not a grant. “Timely repayment is essential to allow others to benefit and to enable access to larger credit amounts in future disbursements,” she stated. She further called for collaboration with donors, financial institutions, and the private sector to expand the fund through grants and co-financing opportunities. By Jane Ngugi and Dennis Rasto",,,https://www.kenyanews.go.ke/new-msme-policy-to-accelerate-enterprise-growth-says-official/,2026-07-17T18:30:34+00:00,Normal,General public / patients,6,en
GOV_KENYA_NEWS_AGENCY_0045,Agriculture,Agribusiness and Market Access,"Deaf youth in Vihiga embrace enterprise fund opportunities. Hearing-impaired youth in Vihiga County have been encouraged to take advantage of government financing programmes to grow businesses, improve livelihoods and achieve economic independence. The call was made during an empowerment forum organised by the Youth Enterprise Development Fund (YEDF) at Gambogi Fellowship Centre grounds, where members of the Hamisi hearing-impaired group were sensitized on access to affordable credit, group formation requirements and financial management. The forum brought together 12 members of the group, who have been working collectively through income-generating activities aimed at improving their economic wellbeing despite challenges associated with disability and limited access to financial opportunities. Speaking during the engagement, Vihiga County Youth Fund Credit Officer Cleophas Odhiambo Omanya said the Fund is committed to ensuring that marginalised groups, including persons living with disabilities, benefit from government empowerment programmes. Omanya said registered youth groups can access loans starting from Sh100,000, with opportunities to qualify for higher amounts depending on their repayment record. He explained that the funds are designed to support small enterprises, including retail businesses, agribusiness ventures and service-related activities, enabling young people to create sustainable sources of income. “We want every young person, including those living with disabilities, to understand that they can access financial support to improve their lives and contribute to economic development,” Omanya said. Assistant County Credit Officer William Osundwa urged members of the group to maintain unity, trust and accountability, noting that collective responsibility is essential for the success of funded enterprises. Osundwa revealed that the Hamisi hearing-impaired group had demonstrated strong financial discipline after successfully repaying their first loan of Sh100,000 per member within one year. He said the achievement had qualified the members to access a second loan of Sh200,000 each, payable within 18 months through a structured repayment plan of Sh11,200 monthly. The payments, he added, are made through the government’s e-Citizen platform to enhance transparency and accountability in loan management. Osundwa further noted that beyond financial support, the Youth Enterprise Development Fund provides beneficiaries with mentorship and entrepreneurship training to strengthen their skills in business planning, financial management and investment decisions. The empowerment session was conducted through sign language interpretation by Nicholas Ogango, allowing participants to fully engage in discussions and seek clarification on various aspects of the programme. Hamisi Hearing-Impaired Group Vice Chairperson Derrick Mahaya said the initiative had opened opportunities for members who previously faced difficulties accessing capital due to communication barriers and limited information about available support programmes. Mahaya said the group had embraced table banking and collective saving, enabling members to establish small businesses such as vending and retail enterprises. “We have come from far. Many of us had ideas but lacked capital. With this support, we will grow our businesses, support our families and become financially independent,” he said. He appealed to stakeholders to continue developing inclusive financial products and capacity-building programmes tailored to the needs of persons living with disabilities. Members of the group highlighted challenges including limited access to capital, communication barriers and inadequate exposure to business opportunities. However, they expressed optimism that continued support from the Youth Enterprise Development Fund would help them expand their ventures and improve their living standards. The officials also guided participants on loan application procedures, including group registration, proposal writing, savings requirements and responsible borrowing practices. The forum marks a step towards strengthening economic inclusion for hearing-impaired youth in Vihiga County as the government continues to promote programmes aimed at reducing unemployment, encouraging entrepreneurship and enhancing financial independence among young people. By Crispinus Ivan",,,https://www.kenyanews.go.ke/deaf-youth-in-vihiga-embrace-enterprise-fund-opportunities/,2026-07-21T17:48:13+00:00,Normal,Farmers,4,en
GOV_KENYA_NEWS_AGENCY_0047,Health,Disease Prevention and Control,"Turkana pastoralists welcome mass livestock vaccination drive to Combat Diseases. Livestock keepers in Elelea Ward, Turkana East Sub-County, have welcomed a mass livestock vaccination and supportive treatment campaign aimed at improving animal health, controlling diseases and expanding access to domestic and international livestock markets. The 10-day exercise, being implemented through a partnership between the Turkana County Government and GENCO Livestock and Fresh Meat Export Ltd, targets the vaccination and treatment of more than 100,000 animals in Elelea, Karoge and Lokapel. The campaign focuses on protecting livestock against Peste des Petits Ruminants (PPR), a highly contagious viral disease affecting sheep and goats, as well as other common livestock diseases. Kamar Lojao, a livestock keeper from Echoke Village, said the exercise would help reduce livestock losses caused by disease outbreaks and improve household incomes that depend on livestock production. Community Disease Reporter (CDR) Ngitira Ekitela said PPR and tick-borne diseases remain the most common livestock diseases in Elelea and neighbouring areas. While welcoming the vaccination programme, Ekitela appealed to the County Government to provide acaricides to help pastoralists control tick infestations and further improve livestock health. During a supervision visit, the Director of Veterinary Services, Dr Benson Long’or, said the campaign had made significant progress, with more than 30,000 animals vaccinated and treated within the first three days. “We have vaccinated and treated over 30,000 animals in Elelea and Lokapel within three days. With the continued cooperation of livestock keepers, we expect to surpass our target of 100,000 animals by the end of the campaign,” said Dr Long’or. He said the vaccination and supportive treatment programme is designed to produce disease-free animals at the farm gate, enabling pastoralists to access premium local and export markets while strengthening the livestock value chain. Dr Long’or added that the County Government had provided vaccines, dewormers, veterinary equipment and technical personnel to ensure the success of the campaign. The exercise follows a consultative meeting held in Lodwar between officials from the County Department of Livestock and GENCO Livestock and Fresh Meat Export Ltd to strengthen livestock disease control initiatives in Turkana. GENCO veterinarian Dr Sibiah Ratemo praised the commitment of county veterinary officers and community mobilisers, saying the partnership had attracted a high turnout of pastoralists at designated vaccination points. He also commended women for their role in mobilising communities and encouraged their increased participation in future livestock health campaigns to improve outreach and disease control efforts. By Peter Gitonga",,,https://www.kenyanews.go.ke/turkana-pastoralists-welcome-mass-livestock-vaccination-drive-to-combat-diseases/,2026-07-20T11:02:16+00:00,High,General public / patients,3,en
GOV_KENYA_NEWS_AGENCY_0049,Health,Healthcare Access,"Senator calls for crackdown on political goonism ahead of elections. Nakuru Senator and Deputy Majority Leader Tabitha Karanja has called on security agencies to dismantle organised political goonism, warning that rising cases of violence and intimidation could undermine Kenya’s democracy and peaceful campaigns ahead of the 2027 General Election. Speaking during an engagement with opinion leaders at her Naivasha residence, Karanja said incidents of violence witnessed during church events, political rallies and campaigns had continued to increase despite government assurances that perpetrators would face legal action. Her remarks come after the Ol Kalou by-election, where reports of violence, intimidation and disruption attracted condemnation from leaders across the political divide. During the election exercise, rival supporters reportedly clashed in several areas, leaving some people injured, while journalists covering the poll said they were harassed by suspected goons. Karanja alleged that individuals involved in the chaos had planned their actions in advance and that their identities were already known. She urged security agencies to take decisive action against those behind political violence, saying failure to act could encourage criminal groups and weaken public confidence in democratic institutions. “I urge Interior Cabinet Secretary Kipchumba Murkomen and Inspector-General of Police Douglas Kanja to be honest with Kenyans and arrest these criminals once and for all because they are well known to the people,” she said. The senator warned that continued political violence could also affect the economy by discouraging investors and creating uncertainty, undermining efforts to build a stable environment for businesses. She said leaders sponsoring violence risked damaging the country’s reputation and threatening the government’s commitment to promoting economic growth. Karanja also attributed the ruling United Democratic Alliance (UDA) party’s defeat in the Ol Kalou by-election to what she described as arrogance and excessive confidence among some leaders within the party. She claimed that despite heavy investment in the campaign, voters rejected the party’s candidate because of what she termed as displays of arrogance, violence and offensive political rhetoric. “It is time the President reconstituted his inner circle because the current one is tarnishing his name and is responsible for the loss in Ol Kalou,” she said. Karanja warned that the party’s image was being damaged and could lead some leaders to consider shifting allegiance ahead of the next General Election. She accused some politicians of promoting vote buying, intimidation and divisive politics instead of engaging voters through meaningful discussions on development issues. The senator condemned alleged harassment of journalists during the Ol Kalou by-election, saying media practitioners play a critical role in informing the public and should be allowed to carry out their duties without interference. She said attacks against journalists undermine constitutional guarantees on media freedom and weaken accountability during electoral processes. Karanja further criticized the use of young people to perpetrate violence during political activities, saying youths should instead be empowered through employment opportunities, skills development and economic support. By Erastus Gichohi and Beatrice Wanjiku",,,https://www.kenyanews.go.ke/senator-calls-for-crackdown-on-political-goonism-ahead-of-elections/,2026-07-21T17:55:11+00:00,High,General public / patients,6,en
GOV_KENYA_NEWS_AGENCY_0051,Health,Healthcare Access,"Kirinyaga trains 2,000 farmers on high-yield maize varieties. More than 2,000 farmers in Kirinyaga County have been trained on high-yielding maize varieties under a county government programme aimed at increasing maize production, strengthening dairy farming and preparing farmers to take advantage of the anticipated El Niño rains. The training, conducted in partnership with Bayer East Africa Limited, equipped farmers with practical knowledge on selecting maize varieties suited to different ecological zones and planting seasons, climate-smart farming practices and available market opportunities to improve productivity and household incomes. The initiative is being implemented under Governor Anne Waiguru’s Masomo Mkulima Mashinani programme, which delivers agricultural extension and advisory services directly to farmers across the county. Speaking during the training, Governor Waiguru said the programme enables extension officers to conduct practical demonstrations on crop and livestock value chains, helping farmers adopt modern technologies that enhance productivity, resilience and profitability. “This support is part of the Wezesha Kirinyaga programme, which seeks to transform the lives of smallholder farmers by supporting households engaged in various agricultural value chains to increase production and access better markets,” she said. Waiguru said the county government would continue investing in value addition, post-harvest handling and market access to protect farmers from price fluctuations and exploitation by middlemen. “Our next phase is about sustainability, ensuring every farmer continues to grow their income and every village becomes part of Kirinyaga’s agricultural success story,” she added. During the training, farmers were introduced to improved maize varieties, including DK777, DK8031, DKC8033, DKC9089 and the newly promoted DK7500, a yellow maize variety recommended for both grain production and silage to support dairy farming. County Executive Committee Member for Agriculture Dr. John Gachara said the programme is supported by 147 agricultural extension officers deployed across all sub-locations to provide technical support, monitor crop performance and collect field data to strengthen extension services. He said similar training programmes are being rolled out across other agricultural value chains to improve productivity and increase farm incomes. Dr. Gachara explained that the county introduced the Masomo Mkulima Mashinani programme after realising that many farmers were unable to travel to the Agricultural Technical and Vocational Education and Training (ATVET) Centre at Kamweti in Karumandi Ward for training. To bridge that gap, the county established the Kangai Tomato Propagation Centre as an extension of the Kamweti facility, enabling farmers to access practical training closer to their homes. He said the county remains committed to ensuring farmers have access to quality seed, practical knowledge and reliable markets, noting that the partnership with Bayer has enabled farmers to learn about improved seed varieties while the county works to expand market opportunities. Dr. Gachara added that the county is monitoring maize performance across different ecological zones to determine the suitability of various seed varieties and farming practices. The findings will guide future extension services and help farmers make informed production decisions. Bayer East Africa trainer Peter Kibure said the training was designed to help farmers understand the characteristics of different maize varieties and select seed best suited to prevailing weather conditions and intended use. He said farmers were introduced to DK7500, a high-yielding yellow maize variety containing about 12 percent protein, making it suitable for both grain production and silage for dairy cattle. The variety also contains beta-carotene and has demonstrated strong performance under favourable rainfall conditions. Kibure said the anticipated El Niño rains present an opportunity for farmers to maximise production by planting varieties that perform well under wetter conditions. Farmers who attended the training welcomed the initiative, saying it had equipped them with practical skills to improve production and increase incomes. Christopher Wanjohi said the programme had provided valuable knowledge that would enable farmers to achieve higher yields and improve their livelihoods. Jane Wambui of Kerugoya Ward said the county’s agricultural training programmes had transformed her maize farming since 2022 by helping her adopt improved seed varieties with better yields. She said she had previously planted low-performing maize varieties but had recorded better harvests after switching to recommended seeds and expressed confidence that the newly introduced DK7500 would further improve maize production across the county. By Mutai Kipng’etich",,,https://www.kenyanews.go.ke/kirinyaga-trains-2000-farmers-on-high-yield-maize-varieties/#respond,2026-07-20T15:21:38+00:00,Normal,General public / patients,1,en
GOV_KENYA_NEWS_AGENCY_0052,Health,Maternal and Child Health,"Kemei urges hospital deliveries to reduce infant mortality. Kericho Woman Representative Beatrice Kemei has called on expectant mothers to embrace hospital deliveries, saying access to skilled birth attendants remains one of the most effective ways of reducing infant mortality and safeguarding the health of both mothers and newborns. Speaking during a funeral service at Kericho Golf Club, Kemei said although Kenya has made significant progress in reducing child mortality, preventable deaths during childbirth continue to occur because some mothers delay seeking medical care or opt for home deliveries. She noted that many childbirth-related complications can be effectively managed in well-equipped health facilities where skilled healthcare professionals, emergency obstetric services and newborn care are readily available. “We want to get rid of infant mortality. Let us improve our hospitals and encourage women to give birth in hospitals. We still have cases where complications during childbirth claim the lives of babies, yet many of these deaths can be prevented through skilled care,” said Kemei. She observed that hospital deliveries guarantee access to qualified medical personnel who can provide emergency obstetric care, newborn resuscitation, postnatal monitoring and timely referrals whenever complications arise. The Woman Representative also called for continued investment in maternity infrastructure, adequate medical equipment and the recruitment of skilled healthcare workers to strengthen maternal and newborn healthcare services across Kericho County. Kemei said protecting the lives of mothers and newborns requires collective responsibility, urging families and communities to support expectant mothers throughout pregnancy by encouraging regular antenatal clinic attendance and ensuring they deliver in health facilities. Kericho County has continued to register steady improvements in maternal and child health, reflecting sustained government investment in healthcare services. According to the latest Kenya National Bureau of Statistics County Statistical Abstract, the county’s infant mortality rate stands at 25 deaths per 1,000 live births, compared to 37.8 deaths per 1,000 live births recorded in earlier estimates. The county also reports an under-five mortality rate of 32 deaths per 1,000 live births, placing it below the national average. The gains have been attributed to expanded antenatal and postnatal care services, increased uptake of skilled birth attendance, improved immunisation coverage and strengthened community health programmes. Data from the 2022 Kenya Demographic and Health Survey indicates that most births in Kericho are attended by skilled health providers, while childhood immunisation coverage remains among the highest in the country, contributing to improved survival rates for infants and young children. Despite the progress, health experts caution that the neonatal period—the first month after birth—remains the most vulnerable stage for newborn survival. Premature birth, birth asphyxia, infections and delayed access to emergency obstetric care continue to account for a significant proportion of infant deaths, underscoring the need for expectant mothers to seek skilled medical care throughout pregnancy and during delivery. Kemei stressed that eliminating preventable infant deaths will require close collaboration between government, healthcare providers, communities and families to ensure pregnant women receive quality maternal healthcare services. She said sustained public awareness campaigns, improved healthcare infrastructure and increased access to skilled birth attendants will play a critical role in improving maternal and child health outcomes. The government’s continued investment in modern maternity facilities, expansion of community health services, recruitment of skilled healthcare workers and implementation of the Social Health Authority is expected to further strengthen maternal and newborn healthcare in Kericho County. As Kenya works towards achieving the Sustainable Development Goals on maternal and child survival by 2030, health stakeholders continue to encourage expectant mothers to utilise antenatal services and deliver in health facilities to give every child a healthier start to life. By Gilbert Mutai",,,https://www.kenyanews.go.ke/kemei-urges-hospital-deliveries-to-reduce-infant-mortality/,2026-07-20T13:23:52+00:00,High,General public / patients,5,en
GOV_KENYA_NEWS_AGENCY_0053,General,Uncategorized,"Homa-Bay. The government has issued a stern warning against increasing cases of defilement and goonism in Ndhiwa East, Homa Bay County, saying offenders will face the full force of the law. Speaking",,,https://www.kenyanews.go.ke/category/county/hby/,2026-07-19T15:53:02+00:00,High,General public,1,en
GOV_KENYA_NEWS_AGENCY_0055,Health,Mental Health Awareness,"Kenya rallies region to strengthen climate services. By N, KNA The government of Kenya has urged stronger regional cooperation in climate services to address worsening climate shocks across the Horn of Africa. Speaking at the official opening of the 71st Greater Horn of Africa Climate Outlook Forum (GHACOF71) in Nairobi, Cabinet Secretary (CS) for Environment, Climate Change and Forestry, Dr. Deborah Barasa, noted that climate extremes such as droughts, floods and erratic rainfall continue to undermine food security and economic growth in the region. “This year’s theme: Climate Services for Bridging the Early Warning Gap Together, speaks directly to the urgent challenges facing our region, therefore, governments must act collectively to ensure that timely and reliable climate information reaches communities, farmers, and decision-makers across all levels,” urged Dr. Barasa. The CS disclosed that Kenya has taken deliberate steps to institutionalize climate services by launching its National Framework for Climate Services (NFCS) in March 2025. She further thanked Intergovernmental Authority on Development (IGAD), Climate Prediction and Applications Centre (ICPAC), and development partners for their continued support and pledged that Kenya would continue championing regional cooperation in climate services. “With shared commitment and collaboration, we can overcome the climate challenges that confront us,” she assured. The CS reiterated that the country is committed to making climate services part of government decision-making systems. “Forecasts must translate into actionable data that support communities to plan and safeguard their livelihoods. The framework also contributes to the implementation of Kenya’s National Adaptation Plans and aligns with Vision 2030,” she stressed. In addition, Dr. Barasa urged governments and development partners to build on the momentum of the forum stating, “The Regional Framework for Climate Services is not just a policy document. It is a transformative tool for resilience, offering tailored climate services that save lives, drive sustainable development, and ensure a climate-resilient Africa”. The Principal Secretary (PS) for Environment and Climate Change, Dr. Eng. Festus Ng’eno, disclosed that the NFCS represents Kenya’s determination to narrow the early warning gap by institutionalizing timely, sector-specific climate data delivery. He noted that this would empower local authorities and communities to act upon forecasts, reducing disaster risks and protecting livelihoods. “We must ensure that climate information is not confined to research papers and institutions, but is accessible at the grassroots level. Every farmer should be able to make decisions based on credible climate data,” urged Dr. Ng’eno in a speech delivered on his behalf by the Secretary Environment Selly Kimosop. The PS added that the government has prioritized investments in capacity building, monitoring networks and research to sustain the framework, stressing that these efforts would also contribute to the broader regional agenda of harmonizing climate services. Speaking at the event, IGAD Deputy Executive Secretary, Mohamed Abdi Ware, commended the Government of Kenya for hosting the forum and for demonstrating leadership in strengthening climate resilience. He observed that climate shocks do not respect borders and require governments across the Horn of Africa to work in unity. “Droughts, floods and pests are not confined to one country. They cross borders and affect millions of people across this region. The only way we can effectively confront these challenges is by pooling our knowledge, resources, and technical capacities,” advised Ware. Additionally, he underscored the role of ICPAC as IGAD’s designated regional climate centre, which has for decades provided scientific analysis, forecasts, and climate information for the region. “One of the most powerful tools we have is collective knowledge. When it is timely, reliable, and accessible, it saves lives. But when it fails to reach the last mile, the consequences are devastating,” he remarked. Ware also highlighted the importance of translating climate science into actionable policies that governments can adopt asserting that governments must lead in ensuring climate information is applied where it matters most. “Climate services must not remain in the hands of experts alone. They must be useful to farmers, pastoralists, business people, and governments at the local and national levels,” argued. In his remarks, Kenya Meteorological Department (KMD) Acting Director, Edward Maina Muriuki, affirmed that the department is committed to working closely with IGAD and ICPAC to improve the accuracy and timeliness of forecasts. “Climate change and extreme weather are no longer distant threats but present realities. Governments must be ready to act. Through collaboration with ICPAC, we are improving early warning services so that decision-making is based on accurate forecasts,” voiced Muriuki. He disclosed that KMD will convene the National Climate Outlook Forum in the coming weeks, with the outcomes cascaded to counties through County Climate Outlook Forums. These initiatives, he said, bridge the gap between scientists and communities by ensuring climate information reaches those most affected. Meanwhile, the forum brought together ministers, senior government officials, climate scientists, development partners, and representatives from 11 IGAD member states. The delegates validated the Regional Framework for Climate Services (RFCS), which will harmonize climate services delivery across the region and provide a roadmap for collective resilience. Delegates at the forum further noted that Kenya’s NFCS provides a model for other countries in the Horn of Africa seeking to establish similar frameworks. The discussions also reaffirmed the need for governments to ensure political endorsement of the RFCS to guarantee its implementation. The framework, developed with the support of the IGAD Climate Prediction and Applications Centre (ICPAC), is designed to strengthen observation networks, improve data sharing, and ensure that climate information is effectively applied in agriculture, water, health, energy and disaster management.",,,https://www.kenyanews.go.ke/kenya-rallies-region-to-strengthen-climate-services/#respond,2026-07-17T17:56:32+00:00,High,General public / patients,6,en
