psa_id,domain,title,text,language,source_url,published_at,urgency,organization,metadata
psa_2026_000609,governance,Commission Scoops Top Prize at South Eastern Kenya National ASK Show in Machakos County16th Jun 2023,"The Commission participated in the South Eastern Kenya National ASK Show in Machakos County from 7th to 10th June 2023. The theme of the Show was 'Promoting Climate Smart Agriculture & Trade Initiatives for Sustainable Economic Growth'. The show provided the public with an opportunity to visit the Commission’s exhibition stand to learn more about the electoral processes and activities, and interact with the Biometric Voter Registration (BVR), Kenya Integrated Election Management System (KIEMS) kit, statutory forms and other electoral materials. The Commission stand remained a beehive of activities as dignitaries and members of the public walked in and learned about the electoral processes and the Commission’s mandate. The Commission’s Acting Director for Voter Education and Partnerships, Jacktone Nyonje, who represented the Commission Secretary/CEO CPA Marjan H. Marjan exuded confidence that the show provided a great opportunity for the public to learn about the operations of IEBC as well as give feedback on the 2022 General Election. The Commission’s exhibition stand scooped the best award in three different categories specifically; a) Government Ministries, b) Embracing Information Technology and Communication, and c) Promoting national cohesion and integration development. Some of the notable dignitaries who visited the Commission’s stand include: Machakos County Governor, Hon. Wavinya Ndeti; Machakos County Commissioner, Josephine Ouko; and Chief Executive Officer of the Agricultural Society of Kenya (ASK), Batram Muthoka.",en,https://www.iebc.or.ke/news/?Commission_Scoops_Top_Prize_at_South_Eastern_Kenya_National_ASK_Show_in_Machakos_County,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000610,governance,Commission Engages PWDs to Strengthen Inclusion in Electoral Process16th Jun 2023,"In a bid to strengthen inclusivity in the electoral processes, the Commission held a meeting with the Disability Inclusion Coordinating Committee (DICC) of IEBC on 30 th May 2023, where the Committee presented the Disability Inclusion Audit (DIA) of the 2022 General Election. The audit was conducted by the DICC in conjunction with the United Disabled Persons of Kenya (UDPK) and the Caucus on Disability Rights Advocacy (CDRA). The team was led by DICC Chairman Dr. Samuel Kabue, who is also a member of the Caucus of Disability Rights Advocacy. Lawrence Mute, Lecturer at University of Nairobi and a member of Caucus on Disability Rights Advocacy, said the report will inform areas of improvement in the election cycle activities. “When you think about disability and inclusion, always have four factors in mind: attitude barriers, communication barriers, environmental barriers and institutional barriers,” he said. The report recommends that the Commission forms joint technical level teams with PWDs to review policies and strategies to guide implementation of electoral cycle activities that are friendly to them. The Commission’s Chief Executive Officer CPA Marjan H. Marjan, MBS lauded the DICC team and appreciated them for creating time to visit IEBC and present the report. The report will inform the policy and strategies of the Commission on disability inclusion. “Improvement is a continuous process and we pledge to engage you to ensure there is inclusion. We appreciate your comments and believe we can do more if we continue working with you. Each stakeholder has a unique role, and so are PWDs. We have learnt a lot from your presentation. Inclusion in the Commission goes beyond Voter Education to other activities,” said Marjan. Deputy Commission Secretary (DCS) - Operations Ruth Kulundu noted that the Commission is committed to improve its inclusion policy by working with PWDs. “Our preparations for 2027 have started as per the electoral cycle. The earlier we engage the better. This will help us capture issues affecting PWDs and mainstream them in our operations,” said DCS-Support Services, Obadiah Keitany. Dr. Kabue observed that UDPK and CDRA were pleased with the positive response the Commission’s Management team had shown to implement disability inclusion in their policy and processes. “We want to be part of legal reforms to have more MCAs who are PWDs in County Assemblies and audit voter education materials to make them friendly to us in a positive way,” he added.",en,https://www.iebc.or.ke/news/?Commission_Engages_PWDs_to_Strengthen_Inclusion_in_Electoral_Process__,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000611,governance,Consultative Meeting with Heads of Missions Governance Group20th Apr 2023,"The Commission’s Senior Management led by the CS/CEO, Marjan H. Marjan, MBS met Heads of Missions Governance Group on 12th April 2023. The Heads of Mission Governance Group were taken through the journey towards the 2022 General Election, and lessons learnt from the preparation and management of the exercise. The meeting also discussed the electoral legal reform framework and areas of collaboration. The meeting reiterated the need to fast track the review of the legal framework for seamless implementation of the law in good time. The CEO assured the Group that the Commission was on course to review and propose amendments of the electoral legal framework to Parliament to ensure timely debates and implementation of the laws which would result to better management of elections in Kenya. “Electoral legal reform is a process that diagnoses the causes and consequences of deficiencies in laws. The Commission conducts elections under an elaborate legislative framework. In the run up to the 2022 General Election, the Commission held several stakeholder meetings specifically, with Justice and Legal Affairs Committee (JLAC) of the National Assembly to deliberate on electoral issues,” Marjan said. The CEO also informed the meeting that Commission processed targeted legislations initiated by JLAC. The processes resulted in the development and submission of several draft legal instruments including The Elections (Amendment) Bill, 2022; Draft Independent Electoral and Boundaries Commission (Amendment) Bill, 2020; Draft Election Campaign Financing (Amendment) Bill, 2020; Draft Election Campaign Financing Regulations, 2020; Draft Referendum Bill, 2020; and Rules of Procedure on Delimitation of Boundaries, 2021. The Heads of Mission Governance Group observed that they were satisfied with the Commission’s consultative, inclusive and transparent approach. They pledged to continue supporting the Commission in its course for deepening democracy in Kenya.",en,https://www.iebc.or.ke/news/?Consultative_Meeting_with_Heads_of_Missions_Governance_Group_,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000613,governance,Commission Exhibition Booth Voted Best Community Service Stand at Eldoret National ASK Show10th Mar 2023,"The Commission participated in the Eldoret National Agricultural Society of Kenya Show from 1st to 4th March 2023. The theme was 'Promoting Climate Smart Agriculture & Trade Initiates for Sustainable Economic Growth'. Throughout the five-day exhibition, the Commission staff were at hand to answer questions on the electoral process including the conduct of referendum, Continuous Voter Registration, Voter Education and Boundary Delimitation. Thousands of students and members of the public stopped by the IEBC exhibition stand to learn more about the Commission’s mandate and Kenya’s electoral processes. ""We welcomed the public to interact with the Biometric Voter Registration (BVR), Kenya Integrated Election Management System (KIEMS) Kit, Statutory Forms, Voter education materials and the boundary delimitation requirements. The Commission also set up a dummy polling station, where visitors could exercise mock voting using sample ballot papers,"" said Irene Mutai, the Uasin Gishu County Election Manager. The Commission’s hard work and dedication did not go unnoticed as the adjudicators from the ASK nominated the Commission’s exhibition stand as the best under the community projects/ service stand category. The Show attracted over 200 Exhibitors with new technologies and innovations on display.",en,https://www.iebc.or.ke/news/?Commission_Exhibition_Booth_Voted_Best_Community_Service_Stand_at_Eldoret_National_ASK_Show,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000614,governance,"President Ruto Honours Chairman, Commissioners and Staff14th Feb 2023","The Greek philosopher Aristotle once said, “you will never do anything in this world without courage because it is the greatest quality of the mind next to honor.” Such was the case of the outgoing Chairman Wafula Chebukati in his conduct of the 9 th August 2022 General Election. Amidst threats to his life, intimidation and harassment, Chebukati led a dedicated team that conducted one of the most peaceful election in the history of Kenya. Thus, it came as no surprise during the 59 th Jamhuri Day celebrations last year, when President William Ruto awarded State Commendations to Chairman, Commissioners and some staff in recognition of their work. ""In recognition of distinguished and outstanding services rendered to the nation in various capacities and responsibilities, I, William Samoei Ruto, President of the Republic of Kenya and Commander-in-Chief of the Defence Forces, confer Awards and Honours to the following persons...,"" the gazette notice dated December 12 read in part. The Chairman was awarded with the Elder of the Order of the Golden Heart (EGH), the second highest honour awarded by the Kenyan government after that of the Chief of the Order of the Golden Heart (CGH). He was among 13 individuals in the category. Commissioners Prof. Abdi Guliye and Boya Molu were awarded the Elder of the Order of the Burning Spear (EBS) in the second class category that had 35 other Kenyans. In doing their task, the Chairman and Commissioners worked closely with the Secretariat, whom they termed as true heroes. Some Commission staff were also honoured including Commission Secretary and CEO Marjan Hussein Marjan, who was feted with the Moran of the Order of the Burning Spear (MBS) medal. Chrispine Owiye (Director Legal Services), Gideon Balang (Dir.ectorate of Voter Registration and Operation - DVREO) and Daniel Musyoka (posthumous) were awarded Order of the Grand Warrior; while Ibrahim Osman Hassan (Director Finance), Michael Ouma (Director ICT), Dickson Kwanusu (Personal Assistant to the Chairman), Abdi Abdidahir Maalim (DVREO) were honoured with the Head of State’s Commendation (Civilian-Division). The Gazette Notice also included other Kenyans honoured in different categories in recognition of distinguished and outstanding services rendered to the nation in various capacities and responsibilities.",en,"https://www.iebc.or.ke/news/?President_Ruto_Honours_Chairman,_Commissioners_and_Staff_",,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000615,governance,Commission launches Post Election Evaluation after conduct of 2022 GE26th Jan 2023,"The election cycle starts and ends with the candid evaluation to document what needs to establish that worked and what did not work and the lessons learned for improvement of conduct of future elections. The 2022 General Election held on August 9th, was the third to be conducted by the Commission since the promulgation of the Constitution of Kenya, 2010. The Constitution under Article 88 (4) (h), mandates the IEBC to conduct Post-Election Evaluations (PEE) after every General Election. The evaluation seeks to ensure elections are true reflection of the will of people. “This is an objective that goes to foundation and roots of our nationhood, for which we must work collectively,"" said Hon Justice Muturi, the Attorney General of Kenya, who was the Chief Guest during the launch of the Post-Election Evaluation report. Wafula Chebukati reiterated that the PEE launch marked his last duty as Chairman of IEBC. “I exit contented that we gave it our best to this Commission. We charted and weathered storms that threatened the existence of the Commission,” said Chebukati. “During my tenure, the Commission endured relentless fatigue in preparation for election. We mastered higher courage to overcome the perils of democracy and we delivered the sacred will of the people of Kenya."" The PEE report lays emphasis demand for corporate governance and need to have Commissioners appointed at least two years before the general election, in accordance with best practices. Besides, the report called for an improvement of the legal framework by the Commission collaborating more closely with the Parliament to expedite suggested amendments and that the IEBC strengthen its partnerships with the office of the Registrar of Political Parties (ORRP) and Chapter Six Institutions in terms of nominations. Though the Commission has done well to improve the security of the election, the report recommends that IEBC should tighten access controls at the tallying center to ensure that only authorized personnel have access. It also suggests that on election day, special voting procedures be used by the IEBC. Importantly, the evaluation found out that the Commission needs to operationalize the IEBC Fund, buy its own building owned by the Commission, and provide staff with adequate security and risk allowance during the election period. “The findings and recommendations of the PEE report will be shared with State Agencies, Development Partners and other stakeholders involved in the electoral process in Kenya to better our election architecture as we move our country towards a stronger democracy,” said Chebukati. Speaking during the launch, Commissioner Prof Guliye lauded the support he was accorded to deliver on his mandate. “I thank God and the people of Kenya for the six years I served as Commissioner. This called for courage, dedication and devotion to God. I upheld our Oath of Office and rule of law. As I leave, am satisfied I did my best. I leave the Commissioner stronger and in better hands,” said Prof Guliye. Commissioner Molu noted that the appraisal of the election conduct was an important task in self-evaluation that also forms a key milestone in the election cycle. As has been said before, elections are not an event but a process “We appreciate donors, Parliament and diplomatic mission for support. The Commission should not play partisan politics. This is not a platform to reward for political patronage. The Commission deserves to be led by people of integrity. We have served you to the best of our ability. The next Commission will pick from where we left,” said Molu. The Chairman noted that he has completed his task and is happy with the performance of his Commission during his tenure. ""We believe the pace has been set and I take this opportune moment to wish our successors all the best as they pick the baton from us to take the elections of this country to the next level,” added Chebukati. The involvement and guidance received from the donors was also lauded during the evaluation. ""I acknowledge support from our development partners that includes UNDP led Deepening Democracy Programme, European Union, United Kingdom, Republic of Germany, Republic of Italy and Republic of Ireland. We also appreciate the various initiatives from USAID,"" said the Chairman. Chebukati noted that after the Supreme Court nullified Presidential Election result in 2017, the Commission worked on improving its systems and practices, in readiness for next electoral cycle. These helped strengthen legal and regulatory framework which brought about accountable and transparent practices. Deployment of suitable technology helped promote openness and transparency in the election and minimized opportunities for fraud. “The results of the Presidential Election were posted on a public portal which could be accessed by any interested person. The improved systems and processes were vindicated in the eyes of election observers, the Supreme Court in relation to the Presidential Election result, and above all, the people of Kenya,"" said Hon Justin Muturi. The attorney General said his office will be ready to receive and be involved in any call for change of law to improve the election process. ""Should there be need for legislative and policy changes, it should be done in good time to avert risk of having to change law in an election period. Having a settled legal and policy framework well before an election is critical to ensuring level playing field,” said the AG. Chebukati underlined the fact that elections are perhaps the most critical pillar of Kenya’s democracy as it offers the citizens an opportunity to elect leaders and Government of their choice. Therefore, it is critical to conduct an evaluation at the end of every election cycle to inform strategies going forward. Commission Secretary and CEO Marjan Hussein Marjan underpinned the evaluation to its role of offering a window to propose recommendations that will inform strategies to be employed in the next electoral cycles. Marjan noted that the 2022 post-election evaluation was conducted in a participatory manner based on the electoral cycle, the Commission’s Strategic Plan, Election Operations Plan, and the Legal mandate. The evaluation addressed processes and activities in the last electoral cycle. ""This time around the Post Evaluation has been done earlier compared to that of the 2017 GE and Fresh presidential election. This will enable early implementation of the recommendations,” said Marjan. From the evaluation, it is apparent that the Commission demonstrated its commitment in the delivery of a free, fair, and credible election. The Commission hinged its delivery on collaboration and working closely with different partners. “The findings and recommendations of the PEE report will be shared with state agencies, development partners and other stakeholders involved in the electoral process in Kenya to further improve the electoral process,” said Marjan. Speaking during the launch, Registrar of Political parties Anne Nderitu called for Parliament to look at the gaps and complete the process of amendment of the Elections Act, early in the election process, to harmonize it with other laws governing elections. ""I urge Parliament to look at the gaps and complete the process of amendment of the Election Act early in the election process to harmonize it with other laws governing elections,” said Nderitu. Chairperson of the Council of Governors Ann Waiguri said the Commission has done well to evaluate its performance and will implement the recommendation from an informed position. ""I believe this report addresses fundamental issues and makes recommendations on various areas of electoral cycle. Who can forget the innovative posting of election results on an open portal in 2022. That was indeed the game changer,"" said Waiguru. Philemon Sabulei, the Chairperson of the County Assembly Forum, said the PEE report will play a big role in conduct of election in future. The Commission did well to overcome challenges to deliver on its mandate and for quick response to issues raised by candidates, which will strengthen IEBC corporate governance. The European Union Ambassador to Kenya Henriette Geiger said the Commission Chairman and Commissioners did well to stand firm with the law and set the bar high. “You are the first Commission to have served full 6-year term, congratulations. I applaud Kenyans for being peaceful. The Commission stood firm on the path to stronger democracy and rule of law building better relation towards 2027 General Election. The European Union will stand firm to support the Commission in the electoral process,” said Ambassador Geiger.",en,https://www.iebc.or.ke/news/?Commission_launches_Post_Election_Evaluation_after_conduct_of_2022_GE,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000616,governance,The Commission Engages Stakeholders on Post-Election Evaluation21st Dec 2022,"The Commission engaged development partners on 13 th December 2022, County Election Managers on 14 th December 2022, and other external stakeholders on 15 th December 2022 to evaluate the 2022 General Election. The fora sought to document experiences and evaluate lessons learnt and propose areas for improvement to inform future Commission policy direction and strategic planning, alongside identifying key priority areas for funding to improve the electoral processes. During the events, the Commission’s Deputy CS/CEO, Obadiah Keitany, noted that stakeholders play a key role in elections and throughout the electoral cycle. In preparation for the 2022 General Election, the Commission collaborated with stakeholders in various activities to enhance IEBC’s capacity. The Commission thus cannot overlook the support it was accorded to deliver on its mandate. “It’s time to relive our individual and collective experiences of the 9th August 2022 General Election and review the electoral cycle activities. I urge you to be candid in reviewing and discussing your experiences,” said Commissioner Prof Abdi Guliye, who spoke on behalf of the Chairman Wafula Chebukati. Prof Guliye noted that the Commission has during their tenure in office strengthened the use and deployment of technology in election, developed operational procedures on elections, enhanced staff training and stakeholder engagement and above all improved communication of Commission activities. “We now have a highly respected electoral management body (EMB) in Kenya. It is a treasure Kenyans have. Support and help them to conduct better elections in future. During elections, Commission staff are endangered people, we have lost some of them during the exercise. They don’t deserve to die or be mistreated. Please stand with EMB officials, they need your empathy, encouragement and guidance. They are your resource,” said Prof Guliye. The deliberations from the fora will be documented in the Post-Election Evaluation report, which will guide the development of the Commission’s Elections Operation Plan for the 2022-2027 election cycle. Some of the stakeholders in attendance were: United Nations Development Programme (UNDP), European Union, United States Agency for International Development (USAID) and embassies of Germany, Italy, Ireland and British High Commission; CRAWN Trust, Political Parties Liaison Committee, Kenya Editors Guild, Registrar of Political Parties, National Cohesion and Integration Commission among others.",en,https://www.iebc.or.ke/news/?The_Commission_Engages_Stakeholders_on_Post-Election_Evaluation_,,emergency,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000617,governance,Management Undertakes Post-Election Evaluation21st Dec 2022,"The Commission held an internal Post-Election Evaluation (PEE) for Directors and section Managers to document experiences and feedback on the 2022 General Election from 4 th to 8 th December 2022. The deliberations from the Forum will be used to enrich the PEE Report. Dr. Meshack K. Lomoywara, the Ag. Director of Research, Boundaries and Risk Management (DRB&RM), said the objective of the forum was among other things to examine all aspects of the electoral process including electoral boundaries delimitation; risk assessment; recruitment, training and placement of electoral personnel; incorporation of ICT in the electoral processes; political parties’ nominations; voter registration; voter education and partnerships; communication and media engagement; logistical issues; voting process; counting, tallying and announcement of results among others. Ruth Kulundu, Deputy Commission Secretary/CEO for Operations, encouraged participants to critique and identify gaps in the conduct of the 2022 General Election so as to enrich and inform future activities. While officially opening the workshop, the CS/CEO Marjan H. Marjan, encouraged staff to promote innovation, positive thinking and teamwork in order to improve electoral processes. He also thanked the staff for conducting a successful General Election and urged management to offer leadership and guidance for a stronger team. Speaking during the forum, Commissioner Boya Molu commended the incorporation of counties, headquarter staff and stakeholders’ experiences in drafting the report. He noted the move would make it possible to zero down to specific counties, directorates or departments. “This report is inclusive and informative, with a complete history of the work done during our tenure and what needs to be worked on,” he said. “I am happy that the Commission has capacity to evaluate its policies, processes and activities. This is an affirmation that the Commission has capacity to deliver on its mandate. We are hopeful that this report will be ready for an official launch before we leave office on 17 January 2023,” said Commissioner Molu.",en,https://www.iebc.or.ke/news/?Management_Undertakes_Post-Election_Evaluation_,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000618,governance,Commission Successfully Conducts Six By-elections on 8th December 202221st Dec 2022,"The Commission successfully conducted six by-elections for Bungoma County Senatorial election and County Assembly Wards (CAWs) in Ololmasani (Narok County), Kyome/Thaana Ward (Kitui County), Utawala (Nairobi City County), Mumias North (Kakamega County) and South Gem (Siaya County). The Senate by-election in Bungoma was occasioned by the resignation of Moses Wetangula, following his election as Speaker of the National Assembly. The elections for the five wards were postponed following the death of candidates, who had been cleared prior to the 9 th August 2022 General Election. In Bungoma County, David Wakoli Wafula of Ford Kenya was declared the Senator elect succeeding National Assembly Speaker Hon. Moses Wetangula after garnering 66,032 votes. For the CAWs by-elections, Patrick Karani of Jubilee Party was elected Member of Utawala CAW after garnering 1,109 votes, Yassin Muchelule of KANU Party Member of Mumias North CAW (1,525 votes), Samuel Towett of UDA Party Member of Ololmasani CAW (5,819 votes), Independent candidate Brian Obiero Member South Gem CAW (3,469 votes), and Musyimi Makwayu of Wiper Party Member Thaana CAW (2,365 votes).",en,https://www.iebc.or.ke/news/?Commission_Successfully_Conducts_Six_By-elections_on_8th_December_2022,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000619,governance,Mombasa ASK Show: IEBC Voted Best in Promotion of National Cohesion and Integration12th Nov 2022,"The Commission interacted with the voters and received feedback at the Mombasa International Show, months after it successfully conducted the 2022 General Election. In doing so, the Commission erected an exhibition stand at the Mkomani Showground, which drew in the public to among other things address any queries on the Commission’s mandate and election processes. The Commission interacted with the voters and received feedback at the Mombasa International Show, months after it successfully conducted the 2022 General Election. In doing so, the Commission erected an exhibition stand at the Mkomani Showground, which drew in the public to among other things address any queries on the Commission’s mandate and election processes. Among the dignitaries that visited the Commission’s stand were Deputy President, Rigathi Gachagua, and Mombasa Governor, Abdulswamad Sharrif. “The Commission has done well to open a stand and engage the public on how to conduct elections. IEBC remains one of the independent Commission’s that has conducted its work according to the law, and we hope it will influence more people to do the right thing against all odds that may come their way. It is also important that the Commission teaches high school students election processes,” said Gachagua. During the Show, the Commission’s exhibition stand was nominated as the best in promoting national cohesion and integration development. The Mombasa International Show had taken a two-year break due to Covid-19, and it marked its 119 th edition. The Mombasa International Show, which is managed by the Agriculture Society of Kenya (ASK), ran from 2 to 6 November, 2022.",en,https://www.iebc.or.ke/news/?Mombasa_ASK_Show:_IEBC_Voted_Best_in_Promotion_of_National_Cohesion_and_Integration_,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000620,health,The Commission Embarks on Post-Election Evaluation12th Nov 2022,"Article 88(4)(h) of the Constitution obligates the Commission to facilitate the observation, monitoring and evaluation of elections. Considered as the best global practice in election management, conduct of Post-Election Evaluation (PEE) is an integral component of an electoral cycle, and a structured way to evaluate the exercise and propose recommendations. Article 88(4)(h) of the Constitution obligates the Commission to facilitate the observation, monitoring and evaluation of elections. Considered as the best global practice in election management, conduct of Post-Election Evaluation (PEE) is an integral component of an electoral cycle, and a structured way to evaluate the exercise and propose recommendations. The Commission has thus set up a Technical Working Group (TWG), which seeks to prepare the framework from which stakeholders and staff can feed in their experiences and opinion in order to have an inclusive and all round report that reflects the demands and aspiration of all. The TWG has specific mandate including preparing a Post-Election Evaluation (PEE) draft report, which will incorporate experiences from 47 Counties before it is subjected to Commission's approval process and National PEE forum. Speaking during a workshop of the TWG in Nakuru from 16 th to 20 th October 2022, Dr. Meshack Korir Lomoywara, the Ag. Director of Research, Boundaries and Risk Management, said that the task at hand is momentous and urged the participants to work together to achieve the goal within the specified timelines. Deputy Commission Secretary, Obadiah Keitany, who is the Chairman of the TWG, said the selection of participants was to have representation from Directorates and counties as it would have a huge impact on delivery of the group’s mandate. “The group will be required to deliberate and plan for the National and County PEE workshops, resource mobilization, coordination of data collection, review of election observer reports and other literature, consolidate the PEE draft report and plan for its launch,” he said. The PEE will be conducted in a participatory manner with involvement of both internal and external stakeholders. So far, the Commission has organized a staff debriefing session to review and learn from the experiences of the 2022 General Election. This was the first stage of the PEE and it aimed at providing a platform for open canvassing on the conduct of the 2022 GE by staff who served in various capacities. The Commission has also engaged development partners and religious leaders, and is planning on meeting other key stakeholders. “I wish to acknowledge effort from all the Commission staff and the support and our partners that enabled us to deliver a successful election,” said Wafula Chebukati during a PEE meeting with development partners.",en,https://www.iebc.or.ke/news/?The_Commission_Embarks_on_Post-Election_Evaluation_,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000621,governance,"Political Parties Must Adhere to Two-Thirds Gender Rule, Commission Warns10th May 2022","Political Parties that failed to meet the two thirds gender principle in their nomination lists submitted to the Independent Electoral and Boundaries Commission (IEBC) must hand in fresh lists by 11 May 2022 at 5.00pm or risk being locked out of the 9 August 2022 General Election. The Commission declined to receive nomination lists from a number of political parties on April 28 2022, giving them up to Monday 9 May 2022 at 11.59pm to meet the rule or be disqualified. On 5 May 2022, IEBC Chairman Wafula Chebukati said 48 political parties that submitted lists of nominated candidates for the Senate and 38 others that submitted lists of nominated candidates for the National Assembly were compliant with the two-thirds gender principle. Following the review of the resubmitted nomination lists on 9 May 2022, the Commission observed notable improvement in compliance. However, some Political Parties had not submitted their lists due to time constraints. Thus, the Commission has further revised the submission date to 12 May 2022. “In keeping with the provisions of Article 83 (3) of the Constitution, which stipulates that the conduct of elections should be facilitative, the Commission has extended the deadline to 12 May 2022 at 5pm,” observed Chebukati. The Commission warned that should the political parties submit a nomination list that does not comply with the two-thirds gender requirement, it will reject the list. “Do note that a revised list that does not comply with the two-thirds gender principle, will be rejected in its totality and all candidates on the list cannot stand for Election on 9 August 2022,” said Chebukati. The High Court in a Constitutional Petition No. 19 of 2017 in Katiba Institute vs Independent Electoral & Boundaries Commission ordered that the Commission rejects any nomination list for members of the National Assembly and Senate that did not comply with the two-third gender principle.",en,"https://www.iebc.or.ke/news/?Political_Parties_Must_Adhere_to_Two-Thirds_Gender_Rule,_Commission_Warns",,high,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000622,governance,Commission Launches Nationwide and Diaspora Voter Verification Exercise10th May 2022,"The Commission suspended the application for new registration and change in registration of voters in Kenya and for Kenyan citizens living outside the country to pave way for the verification of the register of voters. The suspension of registration and change of particulars was effected from 4 May 2022 to 13 March 2023. “This suspension is to enable availability of the register of voters to the public for purposes of verification of biometric data and particulars of registered voters in accordance with sections 6A of the Elections Act, 2011,” said IEBC Chairman, Wafula Chebukati. The electronic voter verification exercise is being done across the country and in 12 foreign countries: Canada, UAE, United Kingdom, USA, Qatar, South Africa, Germany, Rwanda, Burundi, Uganda, Tanzania and South Sudan from 4 May 2022 to 2 June 2022. Registered voters should visit their registration centers or IEBC office in their constituency with the original ID or valid passport that they used to register as a voter. In the event one’s details are incorrectly captured, they should visit their registration center. “The Register of Voters may be verified at the registration centers published in a Special Issue of the Kenya Gazette Notice No. 10442 carried in Vol. CXXIII–No. 203, on 1 October, 2021 and Gazette Notices No. 194, 195 and 196 carried in Vol. CXXIV–No. 7 and published on the 14 January, 2022,” said the IEBC Chairman. A person who duly applied to be registered and his or her name or biometric data has not been captured correctly in the register of voters may make a claim to the Registration Officer within the period prescribed for verification. The claim must be made in the prescribed form. Registered voters can also check details of their registration by sending IDNumber#YearofBirth or PassportNumber#YearofBirth to SMS to 70000 or through the portal https://verify.iebc.or.ke/.",en,https://www.iebc.or.ke/news/?Commission_Launches_Nationwide_and_Diaspora_Voter_Verification_Exercise,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000623,governance,IEBC Gazettes Returning Officers10th May 2022,"The Commission has gazetted the IEBC Chairman Wafula Chebukati as the Presidential Returning Officer for the 9 August 2022 General Election. The gazette notice dated April 28 has also named the Constituency Returning Officers and Deputy Constituency Returning Officers; and the Returning Officer for Kenyan citizens residing outside the Country. “The appointments are for the purpose of the 9th August, 2022 General Election exercise. The Constituency Returning and Deputy Returning Officers shall also be Registration and Registration Assistants for purposes of the verification of the register of voters’ exercise, which started from 4th May, 2022 to the 2nd June, 2022,” read the Gazette notice. For more information, visit https://www.iebc.or.ke/uploads/resources/KCgTClQV2E.pdf",en,https://www.iebc.or.ke/news/?IEBC_Gazettes_Returning_Officers,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000624,governance,Timelines for Submission of Presidential and Gubernatorial Lists Extended10th May 2022,"The Commission held a consultative meeting with representatives from political parties and independent candidates on 26 April 2022 to discuss timelines to submit lists of persons for President and Deputy President candidates and Governor and Deputy Governor candidates to the Commission. “Political parties intending to present Presidential and Deputy Presidential candidates, through party primaries or direct nominations shall submit the names of the Presidential and Deputy Presidential candidates in the prescribed format to the Commission on or before Monday, 16 May, 2022,” read the gazette notice. Similarly, Candidates intending to participate in this election as independent candidates and Political parties intending to present candidates through direct nominations or party primaries shall submit to the Commission the names of the County Governors and Deputy County Governors selected to contest in the election in the prescribed format on or before Monday 16 May, 2022. The timelines for political parties to present names of persons nominated to contest in the General Election for Senator, County Women Member to the National Assembly, Member of National Assembly, and County Assembly Ward Member remains Thursday 28 April 2022.",en,https://www.iebc.or.ke/news/?Timelines_for_Submission_of_Presidential_and_Gubernatorial_Lists_Extended,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000625,governance,Chairman Reassures Clergy IEBC Ready to Conduct August 9 General Election10th May 2022,"The Commission Chairman Wafula Chebukati in April addressed the Anglican Church of Kenya Bishops and Senior Clergy Conference participants on ‘The Road Towards the 9th August 2022 General Election’ at the All-Africa Conference of Churches on 19 April 2022. He said the Commission is ready for the 2022 General Elections and is working round the clock to finalize logistical planning, procurement of election materials and training content for poll officials. “Come the 9 August 2022, it will be all systems go for a free fair and credible General Election that meets the democratic aspirations of the people of Kenya,” said Chebukati. Chebukati said the Continuous Voter Registration exercise is still going on in all the 290 IEBC Constituency Offices and eligible voters have a last opportunity to register as voters, apply for transfers and change particulars of their registration. “The CVR will continue until the Commission gazettes closure to pave way to other processes,” he said. Currently, the Commission is conducting an audit of the register of voters, and it will avail it to the public for verification for a period of 30 days within the month of May. Additionally, political parties intending to present candidates in the election shall, after their primaries, resolve all intra-party disputes and submit the name of the persons nominated to contest in the election to the Commission on or before 22 April 2022. “Those intending to participate in the General Election as independent shall submit the names and symbols that they intend to use during the election for purposes of nomination of independent candidates to the Commission on or before 2 May 2022,” said Chebukati. The Chairman also urged the Anglican Church to continue with the noble initiative of advocating for peaceful elections as envisaged by the Constitution.",en,https://www.iebc.or.ke/news/?Chairman_Reassures_Clergy_IEBC_Ready_to_Conduct_August_9_General_Election,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
