PSA_ID,Domain,English,Kiswahili,Target Languages,Source,Date,Metadata
psa_2026_000513,Governance,"Commission submits to PAC in response to Auditor General queries on 2021/22 accounts23rd Aug 2024. The Commission appeared before the Parliamentary Accounts Committee (PAC) on July 29, 2024, to address the Auditor General's queries on its Financial Statements for FY 2021/2022. Led by Commission Secretary/CEO Marjan H. Marjan, MBS, the team made submission to the Committee, which had sought clarification on several historical issues, including the status of inherited Election Commission of Kenya (ECK) land and motor vehicle valuation and ownership documents. The Committee also sought clarity on the long outstanding funds receivables from the National Treasury with regards to salary advances, imprests and car loan recoveries from officers and Commissioners of the defunct ECK, pending bills, and the Commission's progress in adopting the Inventory Management System",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?Commission_submits_to_PAC_in_response_to_Auditor_General_queries_on_2021/22_accounts,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000545"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""low"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 127, ""sentence_count"": 5, ""content_hash"": ""21ad867e24c847be3bb25c977848c7bd73d3cf8e0896e6ae9940af81e8a5836c"", ""original_psa_id"": ""psa_2026_000545""}"
psa_2026_000514,Governance,"IEBC submits before Senates JLAC as part of public participation process on five Bills23rd Aug 2024. The Commission made submissions to the Senate’s Committee on Justice, Legal Affairs and Human Rights (JLAC) on five Bills as part of the public participation process to collect views and comments from the relevant stakeholders. The submissions were presented before Senate’s JLAC on July 22nd and 29th, 2024. The Bills were the County Governments Election Laws (Amendment) Bill, 2024 (Kenya Gazette Supplement No. 35 (Senate Bills No. 2). The Bill seeks to ensure that at least five percent of the members of a County Assembly are representatives of Persons Living with Disabilities (PWDs) in line with the provisions of Article 54(2) of the Constitution of Kenya. The Elections Offences (Amendment) Bill, 2024 (Kenya Gazette Supplement No. 98 (Senate Bills No. 28). This Bill seeks to amend section 6 of the Election Offences Act to introduce additional offences that may be committed by a member and staff of the Commission: - conducting an election in an ungazetted polling station; - unreasonably delaying the declaration of election results; and - altering declared election results The Political Parties (Amendment) Bill, 2024 (Kenya Gazette Supplement No. 96 (Senate Bills No. 26). This Bill seeks to inter alia amend the Political Parties Act to replace the Office of Registrar of Political Parties with the Independent Political Parties Regulatory Commission and to provide clarity on provisions raising ambiguity. The Elections (Amendment) Bill, 2024 (Kenya Gazette Supplement No. 99 (Senate Bills No. 29) seeks among others to amend the Elections Act, 2011 and provide clarity on provisions raising ambiguity. It adds provisions touching on the conduct of elections generally with a focus on voter eligibility and registration, and candidate eligibility and nomination. The Bill also addresses related matters on political party regulation and pre-election dispute resolution in respect to nomination of candidates for elections. It seeks to provide clarity on ICT in elections regarding transmission of election results and the process of collation, announcement and declaration of results from the polling stations to the Tallying Centers also stands key in addressing the result path within the conduct of elections. Finally, the County Boundaries Bill, 2023 (Senate Bill No. 6 of 2023), which under Article 188 of the Constitution provides a constitutional platform on which the boundaries of a county may be altered, upon a resolution recommended by an Independent Commission set up for that purpose and passed by both the National Assembly and the Senate. The County Boundaries Bill, 2023 seeks, among others, to define the boundaries of Kenya, provide the legal framework for the resolution of county boundary disputes through the establishment of a county boundaries mediation committee and to give effect to Article 188 of the Constitution on the alteration of county boundaries The Commission, being one of the critical stakeholders, made submissions to JLAC to align with Article 118(1)(b) of the Constitution of Kenya,2010, and National Assembly Standing Order 127(3), which mandate Parliament to ensure public participation and involvement in legislative processes and committee business. The Commission presented its views on all the Bills aimed at amending existing electoral laws in Kenya and is part of ongoing efforts to reform and improve the electoral framework in the country. In addition, the Commission appeared by the Parliamentary Committee on Justice and Legal Affairs of the National Assembly and made submissions on the proposed County Boundaries Bill, 2023. Other institutions present during the submissions were NGEC, ORPP, PPLC, Council of Governors, County Assemblies Forum, National Youth Council, FIDA Kenya, Elog, Mzalendo Trust, Inter-religious Council of Kenya, Katiba Institute, Transparency International, Comptroller of Budget, Intergovernmental Relations Technical committee and National Council for Persons with Disability",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?IEBC_submits_before_Senates_JLAC_as_part_of_public_participation_process_on_five_Bills,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000546"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""low"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 614, ""sentence_count"": 23, ""content_hash"": ""af1295fffe1f4d6cf9223eff977175bbaa273dc9d7773a23f882af5c49ba41ed"", ""original_psa_id"": ""psa_2026_000546""}"
psa_2026_000515,Governance,"Commission appears before National Assemblys JLAC, presents Supplementary Budget Estimates29th Jul 2024. The Commission appeared before the National Assembly Departmental Committee on Justice & Legal Affairs (JLAC) on 17th July 2024 to submit the 2024/2025 Supplementary Budget estimates. The meeting, which was chaired by Tharaka Constituency member of National Assembly, Hon. George Murugara who chairs the Committee, saw the Commission outline key funding priorities areas that are crucial for the sustenance of the it's operations. The IEBC team was led by Deputy Commission Secretary – Operations Ruth Kulundu accompanied by members of senior management. The primary focus of the meeting was for the Commission to emphasize critical areas that require financial facilitation to ensure that the Commission's continue to function effectively. some of the notable areas that the Commission highlighted for funding include settlement of pending bills, election technology, medical insurance among others. DCS Kulundu while presenting the budget estimates to the committee, justified the budget items and underscored the importance of the National Treasury to fund the proposed budget lines to enable the Commission to deliver on its mandate and enhance its operational capacity",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?Commission_appears_before_National_Assemblys_JLAC,_presents_Supplementary_Budget_Estimates",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000547"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 185, ""sentence_count"": 8, ""content_hash"": ""6643e7741a6cc464ffc14ca9a1ddbc32976804a0fe33bd7abc6faf15ede70329"", ""original_psa_id"": ""psa_2026_000547""}"
psa_2026_000516,Governance,"IEBC presides over election of Directors for Smallholder Tea Factories in Kenya29th Jul 2024. On the 28th and 29th June, 2024, the Commission conducted elections for directors of 54 smallholder tea factories across 14 counties in Kenya. The election was a result of court order requiring the Tea Board of Kenya (TBK) to oversee the election of directors for these factories. To guarantee credibility of the process, TBK engaged the Commission to conduct the elections. The Commission signed a Memorandum of Understanding (MoU) with the TBK as well as each of the 54 Smallholder Tea Factories to undertake these elections. The elections were conducted by secret ballot, to guarantee secrecy of the ballot as well as ensure security of the voters' choices. The Commission deployed well-trained personnel to oversee the electoral process, ensuring adherence to the highest standards of electoral integrity. The successful conduct of these elections marks a significant milestone in the governance of smallholder tea factories in Kenya. The choice of IEBC was also a nod in the trust institutions have in the EMB and we hope more organizations can take advantage of the Commission’s experience and stellar record in organizing and managing their elections. All the 54 small tea factories took part in the election where 334,162 farmers turned out to vote representing 52.19% voter turnout. ""This is the first that tea farmers elections was conducted by a national, proffessional and independent body. This enabled farmers to exercise their democratic right in a transparent system of one farmer, one vote through a secret ballot. The IEBC successfully conducted the elections on the 28th and 29th June, 2024 in all the 54 tea factories,"" said Linturi while announcing the results on 2nd July, 2024. The former Cabinet Secretary for Agriculture and Livestock Development thanked the Commission for conducting the elections in a free fair transparent and credible manner",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?IEBC_presides_over_election_of_Directors_for_Smallholder_Tea_Factories_in_Kenya,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000549"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 310, ""sentence_count"": 14, ""content_hash"": ""13f5bafd95f385fe464a2dd426dcff7a6ca4e426d8eda9b5b02873e67aaac373"", ""original_psa_id"": ""psa_2026_000549""}"
psa_2026_000517,Governance,"IEBC hosts Somaliland NEC, shares election experience ahead of their Presidential and Legislative polls in November29th Jul 2024. The Commission met with the Somaliland National Electoral Commission (NEC) to share experiences in how to conduct credible elections ahead of the Presidential and Legislative polls in Somaliland set for November 2024. Deputy Commission Secretary – Operations Ruth Kulundu, who represented the Commission Secretary and CEO Marjan H. Marjan thanked the NEC for choosing Kenya to benchmark and learn more on technical support for the November 2024 elections. Kulundu stated that the Commission will assist the NEC to conduct successful elections. Moreover, she expressed gratitude to the NEC for their confidence in the IEBC adding that Kenya and Somaliland EMBs will have the opportunity to exchange ideas and experiences through this partnership to improve governance and democracy by holding credible elections. Musa Hassan, Chairman of the Somaliland National Elections Committee, thanked the Commission for agreeing to provide technical assistance to Somaliland as they prepare for the November 2024 elections. He emphasised that an earlier visit to IEBC, which was at the start of the year was critical as it taught them important lessons that have been crucial in the preparation of the November 2024 elections. Musa added that NEC is keen to sign an MoU with IEBC, which will ensure the two institutions have a solid framework to support each other beyond the November 2024 elections. NEC is also looking forward to have IEBC technical staff visit Somaliland and provide on-site training and support to NEC staff. He appreciated the experience sharing and valuable lessons learned from the various presentations made, and anticipates more engagements ahead of the elections. The Somaliland Ambassador to Kenya, H.E. Dr. Mohamed Ahmed Mohamoud, expressed gratitude to the Commission for agreeing to support the NEC to carry out credibility elections. Mohamed noted that the ideas shared will be useful in the run-up to the elections and held Somaliland. Strengthen its democracy. “IEBC played a critical role to set high standards in election management, which other EMBS in the region and around the world should emulate. IEBC has put in place transparent electoral processes,” said Ambassador Mohamoud. IEBC has pledged to offer technical support in a number of areas in the electoral process including voter education and training, supply chain management, voter verification and registration, election monitoring and observation as requested by NEC. Other IEBC representatives present at the meeting included DICT, DLS, Ag. DVEP, Ag. DREB&RM, Ag. DSCM, MCPA, and MPA-CS/CEO, as well as the Somaliland NEC Vice Chairman and Commissioners and the Somaliland Deputy Ambassador to Kenya",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?IEBC_hosts_Somaliland_NEC,_shares_election_experience_ahead_of_their_Presidential_and_Legislative_polls_in_November",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000550"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 431, ""sentence_count"": 20, ""content_hash"": ""81cd00c8f6aa0ec520b584624f7fa5ffccda44ff2a6ea1e36c11529fb6a400fc"", ""original_psa_id"": ""psa_2026_000550""}"
psa_2026_000518,Agriculture,"National Treasury trains Commission staff on new electronic government procurement and inventory management systems29th Jul 2024. The Commission in collaboration with The National Treasury and ELGIA is holding a 3-day training workshop on the new electronic government procurement system (e-GP), Inventory Management System (IMS) and procurement litigation. The e-G is set to be used by all government entities in the country starting 1st July 2024. The aim of the system is to make procurement easier and faster. Opening the workshop, the Commission Secretary/CEO Marjan Hussein Marjan applauded The National Treasury for taking time to train and ensure the Commission staff are familiar with the new procurement system. He also thanked ELGIA for supporting the training",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?National_Treasury_trains_Commission_staff_on_new_electronic_government_procurement_and_inventory_management_systems,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000551"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 115, ""sentence_count"": 6, ""content_hash"": ""85888c0ed0872cb96c484062c28e341abc73c17a4034541e0fd2cad68102fd81"", ""original_psa_id"": ""psa_2026_000551""}"
psa_2026_000519,Governance,"IEBC renews collaboration with UCSPAK to strengthen students role in electoral process29th Jul 2024. The Commission today hosted the leadership of the Universities College Students Peace Association of Kenya (UCSPAK), discussed mutual areas for collaboration and resigned the Memorandum of Understanding (MoU) to strengthen their work relationship. Deputy Commission Secretary - Operations Ruth Kulundu emphasized the Commission's positive working relationship with UCSPAK, particularly in mobilizing their members to participate in electoral processes. Allan Chacha, CEO of UCSPAK, acknowledged the Commission as a crucial stakeholder that has supported good governance in University Student Leader elections through mentorship. He noted that as UCSPAK prepares to unveil its strategic plan later this year, the partnership will enhance youth participation in electoral processes since governance is one of its key pillars. Chacha expressed UCSPAK's intent to strengthen their partnership with the Commission. Under the Governance Pillar the Commission will lead in mentorship of student leaders and aspiring leaders, voter registration, voter education, election observation, boundaries delimitation to equip university students with the electoral processes. Ag. DVEP, Amina Soud, HSC observed that the IEBC–USPACK relationship has been successful and the renewing of the MoU will strengthen future collaboration",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?IEBC_renews_collaboration_with_UCSPAK_to_strengthen_students_role_in_electoral_process,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000552"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 193, ""sentence_count"": 8, ""content_hash"": ""8750f0aae5d728cf15b2b9bae24e13be366530975b9c7f0faf584643f99c3fc2"", ""original_psa_id"": ""psa_2026_000552""}"
psa_2026_000520,Agriculture,"IEBC conducts data collection and analysis principles training for M and E champions29th Jul 2024. The Commission, with support from the International Foundation for Electoral Systems (IFES), is holding a data collection and analysis principles approaches workshop for the Monitoring, Evaluation and Learning (MEL) Champions. The training and capacity assessment workshop is aimed at enabling the Commission hinge its policy decisions on data collected to inform the electoral process. Deputy Commission Secretary – Operations Ruth Kulundu, who presided over the opening ceremony of the workshop, noted that institutions need data to make decisions, which is crucial to the Commission. Data informs and the Commission has acquired data such as number of youth, women, minorities and PWDs involved in conduct of the electoral processes and should utilize it to inform its decisions. “We thank IFES for the support received so far, and pledge to work hand in hand and attain more through collaboration. We will work closely to see areas to prioritise and ask IFES to support,” said Ruth Kulundu. IFES Country Director - Kenya, Obaje Ukeh observed that data is utilized to inform decisions. He said the workshop is just a start in the collaboration between IEBC and IFES to build capacity of Monitoring, Evaluation and Learning (MEL) in the Commission. “Every department in the Commission should be able to utilize MEL to assess its performance,” he said",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?IEBC_conducts_data_collection_and_analysis_principles_training_for_M_and_E_champions,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000553"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 228, ""sentence_count"": 10, ""content_hash"": ""c7f2682ef07d754a9c2969c5af1dea04c56d709f6b3b9fa3db8dc31baa5226d0"", ""original_psa_id"": ""psa_2026_000553""}"
psa_2026_000521,Governance,"Gender and equality Commission tours IEBC offices to discuss 2022GE recommendations29th Jul 2024. The National Gender and Equality Commission-Kenya today paid a courtesy call to the IEBC and discussed the 2022GE post election monitoring recommendations. The team was received by Ruth Kulundu, IEBC Deputy Commission Secretary (DCS) - Operations, who said that the Commission is committed to delivering free, fair, transparent, credible and inclusive elections, that ensure participation and engagement of Special Interest Groups (SIGs) throughout the electoral cycle. “NGEC monitored participation and engagement of Special Interest Groups (SIGs) during the 2022 General Election. The findings and key recommendations are contained in the report dubbed ""Involvement and Participation of Special Interest Groups (SIGS) in the 2022 General Elections in Kenya,” said Mr. Paul Kuria, Ag. Commission Secretary/CEO NGEC. The report has not only assessed election preparedness and involvement of SIGs as candidates, voters, agents and observers of elections; but it has also documented incidences of gender-based violence and response, violence against women, and inequalities and discrimination encountered by SIGs in the election processes. “IEBC is considering recommendations from our stakeholders as outlined in the #2022GE Post Election Evaluation Report and Election Observation Reports, with the goal of improving the electoral processes”, said Kulundu, IEBC DCS - Operations. Mr. Kuria thanked the Commission for heeding the call for a meeting and taking into account NGEC’s recommendations with a goal of mutual collaboration to improve participation of the SIGs in elections",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?Gender_and_equality_Commission_tours_IEBC_offices_to_discuss_2022GE_recommendations,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000554"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""low"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 239, ""sentence_count"": 10, ""content_hash"": ""06468e46fa9a9af94d0a20084c9edb0b3f990cea4620d78047b3425ec9b463ce"", ""original_psa_id"": ""psa_2026_000554""}"
psa_2026_000522,Governance,"Commission holds security briefing in Nyeri, Kericho ahead of tea factories directors polls29th Jul 2024. IEBC and Ministry of Interior & National Administration participated in security briefing meetings organized by the Tea Board of Kenya (TBK). The meetings, which took place in Nyeri and Kericho counties on Friday, brought together security officers from 7 and 8 counties respectively, in the tea growing areas. The meetings discussed the significance of security and administrative coordination in elections for Directors of 54 smallholder tea factories scheduled for 28 June 2024. In Nyeri, Mr. Jacktone Nyonje, IEBC Manager for Electoral Training, provided an update on the level of preparedness for the elections. He reiterated that the elections for Directors of 54 smallholder tea factories will be conducted in a free, fair and credible manner. In addition, the Nyeri County Election Manager, Anastacia Mutua, underscored the importance of collaboration with security officers, highlighting the crucial role they played in the 2022 General Election. “These elections mark a significant milestone in the Tea Reforms Transformation journey. Our aim is to instill good corporate governance, transparency and accountability within Kenya's smallholder tea sub-sector under the Tea Act 2020,” said the TBK Chairman, Mr. Jacob Kamau Kahiu",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?Commission_holds_security_briefing_in_Nyeri,__Kericho_ahead_of_tea_factories_directors_polls",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000555"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""low"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 199, ""sentence_count"": 11, ""content_hash"": ""fcef5138de1bf66e8304d711f5c5310257253d29113f7c98f983ffb7be5a677b"", ""original_psa_id"": ""psa_2026_000555""}"
psa_2026_000523,Governance,"Commission trains CEMs and ROs to oversee smallholder tea factories directors elections29th Jul 2024. The Commission in collaboration with Tea Board of Kenya (TBK) held a workshop to train County Election Managers, Returning Officers and Deputy Returning Officers from 14 counties that are home to smallholder tea factories managed by the Kenya Tea Development Agency (KTDA). The officers are preparing for the upcoming elections for the directors of 54 smallholder tea factories. This initiative follows a court order that requested the TBK to oversee the election of directors for Smallholder Tea Factories and KTDA. To ensure the execution of these court directives, TBK engaged the Commission to conduct these elections scheduled for 28th June 2024. During the opening ceremony of the workshop, Mr. Willy K. Mutai, CEO of the Tea Board of Kenya, emphasized the significance of these elections in the broader context of tea sector reforms. “These elections mark an important milestone in the Tea Reforms Transformation journey aimed at inculcating good corporate governance within the smallholder tea sub-sector in Kenya,” he said. Deputy Commission Secretary - Operations, Ruth Kulundu, expressed gratitude to TBK for the opportunity to conduct these elections. She highlighted the collaborative commitment of both institutions to ensure a transparent and credible electoral process for the leadership of smallholder tea factories, which is crucial to Kenya’s tea industry. During the closing ceremony, Commission Secretary/CEO, Marjan H. Marjan observed that IEBC was glad to establish robust structures, comprehensive documentation, and clear processes and procedures for the Tea Factory elections. Safeguarding the integrity and success in these elections is our top priority. We extend our gratitude to the Tea Board of Kenya for their invaluable support and cooperation throughout our training workshop. Together, we are making significant strides towards a successful election,"" he said. Later, IEBC met officials from Kenya Tea Development Agency - Holdings Limited, Tea Board of Kenya and Ministry of Interior and National Administration for a consultative meeting chaired by Cabinet Secretary, Ministry of Agriculture and Livestock Development, Hon. Mithika Linturi, EGH to discuss modalities on the conduct of elections. Marjan H. Marjan, MBS, IEBC Commission Secretary/ CEO, reiterated the Commission’s commitment to conduct free, fair and credible elections. “We express our confidence in IEBC’s ability to deliver a free, fair and transparent election as demonstrated in the 2022 General Election,” said Hon. Mithika Linturi, EGH, Cabinet Secretary, Ministry of Agriculture and Livestock Development",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://www.iebc.or.ke/news/?Commission_trains_CEMs_and_ROs_to_oversee_smallholder_tea_factories_directors_elections,,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000556"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 399, ""sentence_count"": 20, ""content_hash"": ""be0e792b221dc7df695139a2eeab50b297814402c380919f1e10480d11684e86"", ""original_psa_id"": ""psa_2026_000556""}"
psa_2026_000524,Governance,"IEBC meets donor partners to review work plan, timeline for projects under Basket Fund29th Jul 2024. The Commission led by Deputy Commission Secretary (DCS) Support Service, Obadiah Keitany, who represented the Commission/CEO Marjan H. Marjan, MBS co-chaired the 9th Project Steering Committee meeting alongside implementing partners from UNDP, UNWomen, UN Human Rights - Office in Kenya, European Union, Germany Ambassy, Embassy of Ireland and Italian Embassy in Kenya. The meeting, which was held on on 29th May, 2024, sought to receive an approval of the revised annual work plan, new timelines and review the status report of the projects under the Basket Fund. UNDP Kenya Deputy Resident Representative - Programme Madelena Monoja noted that the project, which started in 2021 to support elections in Kenya, has had numerous achievements, which enabled IEBC to conduct a credible 2022 General Election that was peaceful, inclusive and countered misinformation and propaganda throughout the election cycle The Commission expressed its appreciation for the support received from the Development Partner’s Basket Fund as it was pivotal in ensuring that IEBC discharges its mandate The Commission is currently seeking support to review the strategic plan 2020-2024, which will inform the development of Strategic Plan 2024-2028 & the 2027 Election Operations Plan; rolling out of the paralegal training project; conduct of online voter registration and education and peer learning on electoral legal framework and election technologies. Further this support will be channeled to the establishment of Commission's technology testing, scrutiny and training lab.; establishment of a Customer Experience Centre- preliminary operations and piloting; development of career progression guidelines and acquisition of the fact checking tools to address mis/disinformation such as iVerify, iMonitor+ tool. The Commission is also keen to ensure all supported activities are duly implemented, and results shared as planned",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?IEBC_meets_donor_partners_to_review_work_plan,_timeline_for_projects_under_Basket_Fund",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000557"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""low"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 294, ""sentence_count"": 7, ""content_hash"": ""3dbdaf7b5b2aa58cefe7a18995d773027bd994b5fc2e103758062b072931c948"", ""original_psa_id"": ""psa_2026_000557""}"
psa_2026_000525,Governance,"IEBC present as UCSPAK unveils 2024-28 Strategic Plan, highlights key result areas29th Jul 2024. The Commission on Friday joined the University and Colleges Students’ Peace Association of Kenya (UCSPAK) as they unpacked their 2024-2028 Strategic Plan to stakeholders, which included highlighting their key result areas. The Deputy Commission Secretary - Operations, Ruth Kulundu, applauded UCSPAK for partnering with IEBC especially in undertaking voter education among the youth. She reiterated that the Commission would continue to collaborate with UCSPAK and other stakeholders as it undertakes its mandate. UCSPAK is a non-political student association established with the major objective of fostering peace and good governance in institutions of higher learning in Kenya",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?IEBC_present_as_UCSPAK_unveils_2024-28_Strategic_Plan,_highlights_key_result_areas",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000560"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 110, ""sentence_count"": 5, ""content_hash"": ""ef2398a412cf6f6243c713e8bcde12123d6e9520a2959125b024a4e7ae1a2682"", ""original_psa_id"": ""psa_2026_000560""}"
psa_2026_000526,Education,"Commission makes submissions to Senate JLACs on IEBC (Amendment) Bill, 202429th Jul 2024. The IEBC led by the Commission Secretary, Marjan H. Marjan, MBS on Friday appeared before the Senate Committee on Justice, Legal Affairs and Human Rights (JLAC) to make submissions on the IEBC (Amendment) Bill, 2024 (National Assembly Bill No. 10 of the 2024). The IEBC presented its views on Sections 2 (Interpretation); 7A (Vacancy in the office of Chairperson and members); 10 (Secretary to the Commission); 36 (Procedure for delimitation of electoral boundaries); First Schedule (Procedure for appointment of Chairperson and Members of the Commission), Second Schedule (Provisions of conduct of the business and affairs of the Commission) and Fifth Schedule (Provisions relating to boundary delimitation) of the IEBC Act considering emerging reforms",,"[""Dholuo"", ""Ekegusii"", ""Somali""]","https://www.iebc.or.ke/news/?Commission_makes_submissions_to_Senate_JLACs_on_IEBC_(Amendment)_Bill,_2024",,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_000561"", ""organization"": ""Independent Electoral and Boundaries Commission"", ""urgency"": ""medium"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 126, ""sentence_count"": 5, ""content_hash"": ""9394eed7b6a06f8e68af08c11d63ed5c4c2131fa016e7cff639b565892362722"", ""original_psa_id"": ""psa_2026_000561""}"
