psa_id,domain,title,text,language,source_url,published_at,urgency,organization,metadata
psa_2026_000047,governance,IEBC Intensifies Stakeholder Engagement to Boost Voter Registration in Busia14th Apr 2026,"As the Enhanced Continuous Voter Registration (ECVR) exercise progresses, Independent Electoral and Boundaries Commission(IEBC) continues to intensify stakeholder engagement across the country to ensure that as many eligible Kenyans as possible are registered within the ongoing 30-day exercise ending on 28th April 2026. Led by Commissioner Dr. Alutalala Mukhwana, the Commission today engaged a wide range of stakeholders, including Busia County leadership, County Commissioner, Sub-County administrators, media, representatives of persons with disabilities (PWDs), women, youth, county security teams, the Registrar of Persons, as well as civil society and community representatives. The engagement reaffirmed that credible and inclusive elections are a shared responsibility that extends beyond the Commission. During the discussions, several key issues were raised that are crucial to the success of the ECVR exercise. Stakeholders highlighted the challenge of uncollected national identification cards, noting that many eligible citizens remain unregistered simply because they have not picked up their IDs. To address this, there were strong calls for enhanced collaboration between IEBC, the National Registration Bureau (NRB), National Government Administrative Officers (NGAO), and Nyumba Kumi elders to facilitate the delivery of IDs to their rightful owners, while the Commission simultaneously deploys voter registration kits closer to communities. Dr. Paul Otuoma, Governor of Busia County, pledged full support and continued collaboration with IEBC, both during the ECVR period and beyond. He called upon all county government structures—including CECs and Heads of Departments—to actively mobilize the public, especially the youth, to come out and register. He underscored that elections cannot be left to IEBC alone and urged a multi-stakeholder approach to ensure that no eligible Kenyan with an ID is left out of the process. Stephen Orinde, Busia County Commissioner, pledged to work closely with IEBC offices, sub-county administrators, chiefs, assistant chiefs and village elders to ensure maximum outreach. He also assured the public of adequate security during voter registration and in the lead-up to the General Election, reinforcing confidence in a safe and orderly process. In a strong show of support, NGAO assured the Commission of its commitment to help achieve voter registration targets by mobilizing communities at the grassroots level, learning from high-performing sub-counties, and replicating best practices across the region. Additionally, NGAO reaffirmed its role in ensuring security throughout the exercise, committing to curb any form of goonism or insecurity and to guarantee a peaceful and conducive environment for voter registration. Stakeholders also emphasized the urgent need to address the growing threat of misinformation, disinformation, and mal-information, particularly on social media platforms. There was a collective call for all partners and the public to verify information through official IEBC channels before acting on or sharing it, in order to safeguard the integrity of the electoral process. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Intensifies_Stakeholder_Engagement_to_Boost_Voter_Registration_in_Busia,,high,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000048,governance,IEBC Engages Laikipia Stakeholders to Boost Voter Registration and Inclusion14th Apr 2026,"Independent Electoral and Boundaries Commission(IEBC) today led by Commissioner Dr. Ann Nderitu CBS, convened a stakeholder engagement meeting in Laikipia County, bringing together stakeholders from all constituencies in Laikipia. The engagement forms part of the Commission’s ongoing stakeholder engagement and mobilization efforts under the Enhanced Continuous Voter Registration (ECVR) exercise. While addressing the stakeholders, Commissioner Dr. Ann Nderitu emphasized the importance of inclusive participation in strengthening democratic processes. “We are all here because of one shared goal: to strengthen our country’s democracy. Kenya is already a strong democracy, built over years of progress and resilience, where citizens are free to express themselves within the law, reflecting our democratic maturity,” she said. Commissioner Ann called upon all stakeholders to support the ongoing ECVR process to ensure that every eligible citizen with a national ID is registered. An inclusive voter register is the foundation of a credible election, and no eligible citizen should be left behind. However, she observed that democracy is not only about expression it is about participation. True participation begins with voter registration. Without it, citizens cannot fully take part in shaping leadership and governance. “Each of us has a civic responsibility to identify gaps and help reach those who are not yet registered, including persons with disabilities and other vulnerable groups who may face barriers in accessing registration services. As a society, we must deliberately reach out to them and ensure they are not left behind,” said Commissioner Ann. The County Election Manager for Laikipia County, Mr. Obadiah Kariuki, while opening the session, delivered a detailed presentation on the electoral process. He guided participants through the various phases of the electoral cycle, underscoring the critical role of public participation at every stage. He emphasized that the Commission places great importance on stakeholder engagement, recognizing that it cannot work in isolation. These engagements promote inclusivity and enable stakeholders to contribute meaningfully to electoral processes. The County Commissioner for Laikipia County , Mr. Duncan Muyesu also noted that the stakeholder engagement was not a formality but an essential part of the democratic process. He emphasized that elections are not an event but a continuous national responsibility. When elections succeed, the country succeeds collectively, and all stakeholders share a duty to uphold the Constitution and the rule of law. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Engages_Laikipia_Stakeholders_to_Boost_Voter_Registration_and_Inclusion,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000051,governance,IEBC Engages Tana River Stakeholders to Boost Voter Registration14th Apr 2026,"Independent Electoral and Boundaries Commission(IEBC) Vice Chairperson Fahima Araphat Abdallah, OGW, together with Hon. Sen. Dr. Danson Mungatana, MGH, PhD, Senator for Tana River County and IEBC Tana River County Elections Manager Yonah Ogalo, held a stakeholders’ engagement meeting on the Enhanced Continuous Voter Registration (ECVR) exercise. The Vice Chairperson urged residents of Tana River County to exercise their democratic duty by registering as voters in preparation for the #2027GE. Hon. Sen. Dr. Mungatana encouraged residents of Tana River County to take the next step after registration by turning out to vote during elections. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Engages_Tana_River_Stakeholders_to_Boost_Voter_Registration,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000053,governance,"IEBC, KCA University and ICPAK Lead Youth Voter Registration Drive in Nairobi10th Apr 2026","The Commission teamed up with the Students Association of KCA University (SAKU) and ICPAK to hold a two-day voter registration drive under the Enhanced Continuous Voter Registration #ECVR2026 at the KCA University, Ruaraka Main Campus along Thika Road, Nairobi. The Commission is deliberate in its strategies to reach out to young voters, especially those in higher learning institutions to boost these numbers ahead of the 2027 General Election, ensuring every eligible citizen and youth who has turned 18-years old across Kenya has a chance to shape Kenya’s democratic future. Commissioner Dr Alutalala Mukhwana, the Chairperson of the Voter Education, Partnerships, Communication & Stakeholder Engagement Committee, while presiding over the launch of the exercise at KCA University, said the youth, who make up more than 75% of our population should claim their rightful place in shaping Kenya’s future. “Registering today is your voice in tomorrow’s election. This is your moment and I believe the young people don’t have to wait for tomorrow, their moment is today. Come and register as a voter TODAY. Carry your National ID or a Valid Passport. When you register, you boost the credibility, legitimacy and inclusiveness of our election,” said Alutalala. Prof. Damiannah Kieti Manono, the Deputy Vice-Chancellor, Finance, Planning and Development, lauded @IEBCKenya and welcomed them in the University saying the students are ready to embrace #ECVR2026 noting that it is their chance to register today and vote next year. SAKU Chairperson called upon comrades to come out as one team, get registered and be ready to vote at the 2027 General Election. “The number of young people in the country is massive. We know numbers don't lie and we have trust in @IEBCKenya. Let’s us come out and embrace this noble exercise that empowers us young people to be heard on the ballot. We need to make the right choices, which starts with us registering,” said Odida. CPA Dr Grace Kamau, the CEO of the Institute of Certified Public Accountants of Kenya (ICPAK), noted that they have over 40,000 membership and will be happy to spread the awareness message to all professionals and enhance good governance and accountable leadership. The IEBC CPAs undertook an ECVR drive to ICPAK (the body that accredits Accountants) and KCA university, which is owned by ICPAK. The accountants noted that they are supporting the Commission in delivering its mandate, and enhancing electoral inclusivity. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,"https://www.iebc.or.ke/news/?IEBC,_KCA_University_and_ICPAK_Lead_Youth_Voter_Registration_Drive_in_Nairobi",,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000054,governance,Register as a Voter Today!10th Apr 2026,"Register as a Voter Today! You do not need to travel to your home county to register. The Commission has deployed open kits, which allow a citizen to register as a voter for any polling station in Kenya from the registration center near you. Enhanced Continuous Voter Registration (ECVR) will take place for 30days upto Tuesday 28th April 2026. Voter Registration during ECVR will take place in: County Assembly Wards on a rotational basis in accordance with kit movement schedules Universities and Colleges in respective Constituencies Huduma Centres IEBC Customer Experience Center - Anniversary Towers, Nairobi IEBC Constituency offices NB: ECVR shall NOT be undertaken in electoral areas with scheduled by-elections (Porro Ward, Endo Ward, Emurua Dikirr Constituency and Ol Kalou Constituency) and ongoing election petitions (Malava Constituency and Mbeere North Constituency) ECVR Theme: Deepening Democracy in Kenya Through Inclusive Voter Registration. Download Gazette Notice: https://bit.ly/4ccOdto #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Register_as_a_Voter_Today!,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000056,governance,IEBC Holds Joint Planning Meeting Ahead of 14th May 2026 By-Elections8th Apr 2026,"The Commission is holding a two day joint planning meeting in preparation for the by-elections scheduled for 14th May 2026. The by-elections will be conducted for the position of Member of the National Assembly for Emurua Dikirr Constituency in Narok County, as well as Member of County Assembly for Porro Ward in Samburu County and Endo Ward in Elgeyo Marakwet County. The meeting has brought together County Elections Managers (CEMs), respective Returning Officers (ROs) and their deputies (DROs), County ICT Officers and Supply Chain Assistants to enhance coordination and preparedness ahead of the polls. The meeting is designed to equip participants with critical knowledge and practical insights necessary for the successful delivery of the by-elections, with a focus on sharing experiences and lessons learned from previous electoral exercises while identifying mitigation measures to address potential challenges. Participants are also being taken through the by-election operational plan and timelines, the applicable legal framework, stakeholder engagement strategies and voter education approaches, among others. Speaking during the meeting, Commissioner Ann Nderitu, CBS, Chairperson of the Election Operations Committee, who represented the IEBC Chairperson officially opened the workshop. She likened the electoral process to the role of a midwife, explaining that just as a midwife ensures the safe delivery of a child without determining the gender, the Commission facilitates the electoral process without influencing the outcome. This, she noted, underscores the Commission’s commitment to delivering a transparent, credible, free and fair electoral process. She called on staff to safeguard electoral materials and information, remain alert to emerging risks and ensure voters are treated with dignity, fairness and respect. She further emphasized the importance of continuous training, preparedness and timely confirmation of all requirements to avoid last minute challenges. Commissioner Dr. Alutalala Mukhwana, Chairperson of the Voter Education, Partnerships, Communication and Stakeholder Engagement Committee highlighted the importance of teamwork and interdependence among staff, noting that collaboration is key to efficiency and effective coverage during electoral operations. Commissioner Marykaren Sorobit, Chairperson of the Legal Compliance and Political Parties Liaison Committee shared insights from international engagements, observing that Kenya’s electoral processes are regarded as a benchmark by many countries. She noted the increasing interest from international stakeholders seeking electoral training and emphasized the opportunity for the Commission to position itself as a center for electoral learning. The Ag. Commission Secretary/ CEO Moses Sunkuli, OGW urged participants to use the forum to jointly plan while reflecting on past challenges, appreciating previous efforts and strengthening future elections. He further called for vigilance, safety and professionalism during the electoral period, stressing the importance of transparency and safeguarding the Commission’s reputation. Deputy Commission Secretary - Operations Ruth Kulundu welcomed participants and emphasized the importance of strict adherence to timelines as prescribed by law. She also called for clarity in addressing areas of uncertainty to ensure all processes are well understood. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Holds_Joint_Planning_Meeting_Ahead_of_14th_May_2026_By-Elections,,high,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000058,governance,Register as a Voter Today7th Apr 2026,"Register as a Voter Today! Enhanced Continuous Voter Registration (ECVR) will take place for 30days upto Tuesday 28th April 2026. Voter Registration during ECVR will take place in: County Assembly Wards on a rotational basis in accordance with kit movement schedules Universities and Colleges in respective Constituencies Huduma Centres IEBC Customer Experience Center - Anniversary Towers, Nairobi IEBC Constituency offices NB: ECVR shall NOT be undertaken in electoral areas with scheduled by-elections (Porro Ward, Endo Ward, Emurua Dikirr Constituency and Ol Kalou Constituency) and ongoing election petitions (Malava Constituency and Mbeere North Constituency) ECVR Theme: Deepening Democracy in Kenya Through Inclusive Voter Registration. Download Gazette Notice: https://bit.ly/4ccOdto #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Register_as_a_Voter_Today,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000059,governance,Where to Register as a Voter during ECVR7th Apr 2026,"Where to Register as a Voter during ECVR? County Assembly Wards on a rotational basis in accordance with kit movement schedules Universities and Colleges in respective Constituencies Huduma Centres IEBC Customer Experience Center - Anniversary Towers, Nairobi IEBC Constituency offices To Update particulars of your Registration: Visit the IEBC Constituency office where you are Registered To Transfer your Registration Centre: Visit the IEBC Constituency office where you wish to transfer NB: ECVR shall NOT be undertaken in electoral areas with scheduled by-elections (Porro Ward, Endo Ward, Emurua Dikirr Constituency and Ol Kalou Constituency) and ongoing election petitions (Malava Constituency and Mbeere North Constituency) ECVR Theme: Deepening Democracy in Kenya Through Inclusive Voter Registration. Download Gazette Notice: https://bit.ly/4ccOdto #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Where_to_Register_as_a_Voter_during_ECVR,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000061,governance,CLARIFICATION7th Apr 2026,"Should those who registered before 2012 as voters need to register afresh? Not at all UNLESS they DID NOT register as voters from 2012 when the new Register of Voter (ROV) was established under the new Constitution of Kenya 2010 and boundaries delimitation of 2012. REASON? Because before 2012, the ROV was manual. In 2012, it went BIOMETRIC and so all eligible Kenyans were required to enrol and their Biometrics captured. This is the ROV that has been in place since 2013. As of the 2022 General Election, the Commission maintained an accurate and audited register comprising 22,120,458 voters. So we have not asked ALL OLD VOTERS PRE-2012 to register a fresh. Just those few who might have missed to register in 2012 and who, subsequently, have never registered under the Biometric system to date. No panic.!! Hapa kazi tu! Independent Electoral and Boundaries Commission(IEBC) is Inclusive and Participatory as we deepen Kenya’s Democracy. #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?CLARIFICATION,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000062,governance,Voter Registration Services available to Citizens during ECVR7th Apr 2026,"Voter Registration Services available to Citizens during ECVR? 1. Voter Registration ECVR is taking place in County Assembly Wards, Universities and Colleges in respective Constituencies, Huduma Centres, IEBC Customer Experience Center -Anniversary Towers, Nairobi and IEBC Constituency offices 2. Application of transfer of registration Visit the IEBC Constituency Office where you wish to transfer to 3. Correction or update of voter particulars Visit the IEBC Constituency Office where you are Registered 4. Inspection of registration details Visit any IEBC Constituency Office or check online: https://verify.iebc.or.ke 5. Any other necessary information For any other electoral related information, visit IEBC Constituency Offices or Social Media pages: @IEBCKenya Enhanced Continuous Voter Registration (ECVR) will take place for 30days upto Tuesday 28th April 2026. NB: ECVR shall NOT be undertaken in electoral areas with scheduled by-elections (Porro Ward, Endo Ward, Emurua Dikirr Constituency and Ol Kalou Constituency) and ongoing election petitions (Malava Constituency and Mbeere North Constituency) ECVR Theme: Deepening Democracy in Kenya Through Inclusive Voter Registration. Download Gazette Notice: https://bit.ly/4ccOdto #ECVR2026 #YourVoteYourFuture #14thMayByelections #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Voter_Registration_Services_available_to_Citizens_during_ECVR,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000063,governance,IEBC Takes Voter Registration Drive to Mombasa Residents Through Stakeholder Engagement2nd Apr 2026,"Independent Electoral and Boundaries Commission (IEBC) Mombasa County Office, in conjunction with the County Government of Mombasa, held a joint stakeholder engagement on the Enhanced Continuous Voter Registration (ECVR) at Mama Ngina Waterfront. The event provided a platform for IEBC to sensitize residents of Mombasa on the ongoing ECVR exercise, which was launched on 30th March 2026 and will run until 28th April 2026. The exercise has brought voter registration services closer to the people, with IEBC staff deployed at the ward level to enhance accessibility and convenience for all eligible voters. During the event, IEBC Chairperson Erastus Ethekon, HSC, underscored the importance of collaboration between the Commission and county governments in strengthening democratic processes and enhancing public trust. He noted that the ECVR exercise marks a critical step in expanding voter access and inclusion, particularly among youth, women, persons with disabilities, and marginalized groups. The Chairperson called on all stakeholders to actively mobilize their communities to register as voters, emphasizing that civic responsibility begins with registration and that every voice and every vote counts. He reaffirmed IEBC’s commitment to delivering a more inclusive, transparent, and credible electoral process through sustained partnerships and public engagement. The forum was graced by H.E. Abdulswamad Sheriff Nassir, Governor of Mombasa County, who urged residents to take advantage of the ongoing registration exercise and ensure they are captured in the voters’ register. He commended IEBC for decentralizing services and making them more accessible to the people of Mombasa. He noted that a significant number of eligible voters in the county are yet to register and emphasized the need for collective effort to change this. #ECVR2026 #YourVoteYourFutureYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Takes_Voter_Registration_Drive_to_Mombasa_Residents_Through_Stakeholder_Engagement,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000065,governance,IEBC Targets 2.5 Million New Voters in Enhanced Registration Drive30th Mar 2026,"The Enhanced Continuous Voter Registration exercise will take place in the 30,619 gazetted registration centers countrywide that include the 57 Huduma centers. A kit movement schedule will be prepared in consultation with relevant stakeholders to determine how the kit will move around the County Assembly ward for the ECVR period. The Enhanced Continuous Voter Registration (ECVR) exercise targets to register approximately 2.5 million new voters. The exercise will bring registration services closer to citizens by moving from constituency offices to ward level and institutions of higher learning. The exercise targets to increase coverage by expanding enrollment, particularly for first-time registrants and youth, especially in under-registered or remote areas and also enhance inclusivity and equity to facilitate broader participation among marginalized groups. The Commission will make arrangements to have kits for universities and institutions of higher learning, in electoral areas where they are located to cater for students studying away from their home areas. Students are therefore not required to travel back home to be listed as voters. The registration kits stationed at the 57 Huduma Centers countrywide will be open such that anyone who wishes to register for the first time will be allowed to select a registration center of their choice and their details captured to the selected center. This will save Kenyans the trouble of having to travel long distances so as to be registered as a voter. The Commission will seek inter-agency collaboration by partnering with agencies like the National Registration Bureau (NRB) to fast-track the issuance of IDs, which are a legal prerequisite for voter registration. The requirement for one to be registered as a voter is that they should be a Kenyan citizen of majority age and with a national identification card or valid passport. The individual must present themselves physically to a registration officer as the registration process involves capturing biometric features and personal identifiable details of the applicant. #ECVR2026 #YourVoteYourFutureYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Targets_2.5_Million_New_Voters_in_Enhanced_Registration_Drive,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000066,governance,Register Today!30th Mar 2026,"Registration services shall be provided daily, from Monday to Sunday. Registered voters wishing to Transfer their vote to a different electoral area shall present themselves at the IEBC Constituency Office of their preferred electoral area. Registered voters seeking to update or correct their registration details shall present themselves at the IEBC Constituency Office where they are currently registered. The Commission shall issue a separate notice on voter registration and revision of the register for citizens residing outside the country and for prisoners. Registration of voters at Huduma Centers shall continue after the lapse of the period provided for conduct of ECVR and shall be suspended by notice by the Commission. Voters are further notified that at the conclusion of ECVR, the Commission will resume continuous voter registration at the respective Constituency offices. #ECVR2026 #YourVoteYourFutureYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Register_Today!,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000067,governance,Launch of ECVR30th Mar 2026,"Today Monday 30th March 2026, the Commission is launching a nationwide Enhanced Continuous Voter Registration drive that shall run up to Tuesday 28th April 2026. The launch is happening at Shimoni Village – Old Jetty Grounds (Shimoni Fish Port) in Lunga Lunga Constituency in Kwale County. The exercise targets new registration for all, transfers and change of particulars. The #ECVR2026 exercise will be conducted at the County Assembly Wards (CAW) on a rotational basis in accordance with approved kit movement schedules as well as Institutions of Higher Learning, Huduma Ceners, Constituency Offices, Huduma Centers, and at the Commission’s Customer Experience Center (Ground Floor, Anniversary Towers). The ward-based decentralization ECVR is shifting registration from constituency offices to the ward levels to reduce travel distances for citizens in remote and rural areas. There will be a minimum of three kits per ward to ensure universal basic coverage and an additional kit will be deployed to constituencies where projected registration targets exceed their monthly capacity. Registration is open to Kenyan citizens who have attained the age of eighteen (18) years and are in possession of a valid Kenyan Passport and National Identity Card. Continuous voter registration and revision of the register shall NOT be undertaken in electoral areas with scheduled By-Elections or ongoing election petitions. #ECVR2026 #YourVoteYourFutureYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Launch_of_ECVR,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000068,governance,IEBC Engages Media Owners Association on ECVR and 2027 Election Preparations27th Mar 2026,"Independent Electoral and Boundaries Commission(IEBC) , led by Chairman Erastus Ethekon , today held a stakeholder engagement meeting with the Media Owners Association to discuss the Enhanced Continuous Voter Registration (ECVR) exercise and the Commission’s preparations for the 2027 General Election. The meeting aimed to identify areas of collaboration and secure institutional commitments to support voter education, public awareness, security, and citizen mobilisation around electoral activities. Speaking during the meeting, the Chairperson thanked members of the association for responding to the call for dialogue and their willingness to explore better ways of engaging the public, especially ahead of the commencement of the ECVR exercise. The exercise is set to be launched on 30th March 2026 in Kwale County. He also commended the growing number of young people turning up to register as voters, noting that it reflects their strong desire to have their voices heard and to participate in shaping the country’s future, which is their democratic right. Agnes Kalekye, Chairperson of the Media Owners Association, thanked the IEBC for the engagement and pledged the association’s support in amplifying the Commission’s work. She further encouraged the Commission to take full advantage of media platforms to continuously engage and update Kenyans on ongoing electoral activities. #ECVR2026 #YourVoteYourFuture #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Engages_Media_Owners_Association_on_ECVR_and_2027_Election_Preparations,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000069,governance,IEBC Concludes Nationwide Training for Huduma Centre Voter Registration Clerks27th Mar 2026,"Independent Electoral and Boundaries Commission(IEBC) successfully concluded a three-day training programme for Huduma Centre Voter Registration Clerks, who will be deployed nationwide across the 59 Huduma Centres. This milestone marks a significant step in expanding access to voter registration services and strengthening electoral inclusivity across the country. The initiative comes ahead of the official launch of the Enhanced Continuous Voter Registration (ECVR) exercise, set for Monday, March 30th, 2026, at Kwale County. The 30-day exercise is designed to decentralize voter registration services to the ward level, ensuring that all eligible Kenyans have a convenient opportunity to register and be included in the voters’ roll. Through this effort, the Commission reaffirms its commitment to accessible, efficient, and inclusive electoral processes. Presiding over the closing ceremony, IEBC Chairperson Erastus Edung Ethekon, HSC, called upon the clerks to embrace their new responsibility with diligence and purpose. “You are now part of the IEBC. Be ambassadors of the Commission and uphold the trust placed in you,” he said. Ethekon emphasized the importance of professionalism, integrity, and empathy in delivering services to wananchi, noting that these values will define public confidence in the electoral process. Commissioner Dr. Ann Nderitu, CBS Chairperson of Electoral Operations Committee, underscored the importance of operational procedures that will guide voter registration at Huduma Centres. She urged the clerks to strictly adhere to a professional code of conduct while also reassuring them that their welfare remains a priority for the Commission. Commissioner Hassan Noor Hassan, EBS Chairperson of Human Resource, Administration, and Security, congratulated the clerks on their successful recruitment. He stressed the importance of discipline, personal conduct, and safeguarding both their security and that of electoral materials. Ag. Commission Secretary/CEO Moses Sunkuli, OGW highlighted the comprehensive training content and the readiness of the 59 Huduma Centres and reiterated the importance of aligning them with both IEBC and Huduma Centre service standards. The deployment of voter registration services through Huduma Centres is a deliberate and strategic step by the Commission to bring services closer to the people, enhance convenience, and drive greater inclusivity in the electoral process. #ECVR2026 #YourVoteYourFuture #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Concludes_Nationwide_Training_for_Huduma_Centre_Voter_Registration_Clerks,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000070,governance,"IEBC, Media Stakeholders Sign MoU to Strengthen Election Reporting Ahead of 202727th Mar 2026","The Commission today held a breakfast meeting on Enhanced Continuous Voter Registration (EVCR) and signing of the memorandum of understanding (MoU) between Independent Electoral and Boundaries Commission(IEBC) and the Kenya Media Sector Working Group (KMSWG), which is a coalition of key media stakeholders. Speaking during the launch, Commission Chairperson Erastus Ethekon, who was accompanied by Members of the Commission, said the Memorandum of Understanding (MoU) solidifies partnership in election reporting. “We have significant tasks ahead of us, particularly the management of the 2027 General Election. We are currently preparing for the Enhanced Continuous Voter Registration (ECVR), which will be launched on March 30, 2026, in Shimoni, Kwale County. Timely access to electoral information will be a priority, and IEBC will provide accurate and timely updates on all election-related matters during the electoral calendar we are currently implementing. We will also grant access to all polling centres and tallying centres for accredited journalists, who will receive training to understand their duties. We will create a platform for collaboration to explain to Kenyans how results are transmitted from polling stations to constituency tallying centers and ultimately to the national tallying center, to alleviate any anxiety in society. We agree on the importance of factchecking and holding the media accountable to verify information before publishing and broadcasting. “To the media, I urge you to go out and capture the stories of the ECVR and all other electoral processes, from the remotest villages in our country to the cities. Remember, this is our country, and we all have a role to play in making democracy work. Together, let us be objective and factual in our engagement and reporting. Let us encourage every Kenyan aged 18 and above, especially the youth, to register to vote. Let us promote peace throughout the electoral cycle violence has no place in democracy,” said Ethekon. We must all be accountable for our actions, as both the media and the IEBC. Those who call for accountability from the IEBC should also reflect on their own actions. Accountability is a two-way street, and everyone must play their part. Eric Oduor, the Kenya Union of Journalist Secretary General cautioned on the anticipated increase in disinformation and misinformation in the lead up to the 2027 General Election. He said the Commission needs to interact with the media in ways that go beyond just news gathering and reporting. “We hope that through our partnership, IEBC will set up a media centre with a fact-checking desk where journalists can work to counter fake news,” said Oduor. Kenya Editors Guild (KEG) President Zubeida Kananu said that free press and transparency at IEBC are values worth investing in and that the landscape of 2027 is a digital jungle. The landscape involves not only TV, radio and print media but also TikTok, Facebook, X (twitter), and the rise of alternative media. “We must also prepare for the 'Deepfake Election.' This MoU is not merely a peer contract. We expect the Commission to provide accurate information at the right time to dispel rumours before they spread. We have agreed on the rules of engagement and have chosen a partnership based on integrity over convenience,” said Kananu. Lilian Mahiri-Zaja, a member of the Elgia Afric Board, said the media serves as a mediator, ensuring that the public is engaged, which helps build trust in the electoral process and supports the IEBC in fulfilling its mandate. #ECVR2026 #YourVoteYourFuture #TalkWithIEBC #StopFakeNews",en,"https://www.iebc.or.ke/news/?IEBC,_Media_Stakeholders_Sign_MoU_to_Strengthen_Election_Reporting_Ahead_of_2027",,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000071,governance,IEBC Engages MMAU to Strengthen Inclusion of Marginalised Communities in Elections26th Mar 2026,"Independent Electoral and Boundaries Commission(IEBC , led by Chairperson Erastus Edung Ethekon, HSC, held a consultative meeting with the Minority and Marginalised Affairs Unit (MMAU). The meeting assessed the status of voter registration and inclusion of minorities and marginalised communities, particularly in remote, arid, and historically excluded regions, with a view to identify gaps and strengthen outreach strategies ahead of the 2027 General Election. The meeting also discussed areas of collaboration between the IEBC and MMAU aimed at enhancing voter education, accessing voter registration services for the minorities and marginalised groups. Ethekon assured the team that the Commission would continue to collaborate with stakeholders in advancing inclusion in electoral processes, including engaging leaders from various marginalised groups. The Director of MMAU, Hon. Namwezi Zitah, expressed gratitude to the Commission for opening avenues for dialogue and its commitment to finding ways to enhance inclusion and improve the livelihoods of the minorities and marginalised communities. #ECVR2026 #YourVoteYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Engages_MMAU_to_Strengthen_Inclusion_of_Marginalised_Communities_in_Elections,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
